gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
THBS1,0,1.26619816,0.443,0.16,0,Mono_CD14,1.26619816,Mono_CD14,Mye
CD36,0,1.127143473,0.457,0.182,0,Mono_CD14,1.127143473,Mono_CD14,Mye
LILRA5,0,0.978131307,0.431,0.167,0,Mono_CD14,0.978131307,Mono_CD14,Mye
IFITM2,0,2.049387914,0.917,0.636,0,Mono_CD16,2.049387914,Mono_CD16,Mye
MTSS1,0,1.969627649,0.608,0.183,0,Mono_CD16,1.969627649,Mono_CD16,Mye
TCF7L2,0,1.829053606,0.476,0.069,0,Mono_CD16,1.829053606,Mono_CD16,Mye
GPBAR1,0,1.75885217,0.363,0.084,0,Mono_CD16,1.75885217,Mono_CD16,Mye
FCGR3A,2.4299999999999997e-292,1.75262094,0.818,0.565,4.47e-288,Mono_CD16,1.75262094,Mono_CD16,Mye
C19orf38,0,1.725217489,0.587,0.22,0,Mono_CD16,1.725217489,Mono_CD16,Mye
LILRB2,0,1.703921698,0.765,0.445,0,Mono_CD16,1.703921698,Mono_CD16,Mye
LILRA1,0,1.692408289,0.425,0.101,0,Mono_CD16,1.692408289,Mono_CD16,Mye
FCN1,0,1.660793343,0.813,0.229,0,Mono_CD16,1.660793343,Mono_CD16,Mye
CD52,0,1.618982567,0.755,0.376,0,Mono_CD16,1.618982567,Mono_CD16,Mye
STXBP2,0,1.60301334,0.769,0.406,0,Mono_CD16,1.60301334,Mono_CD16,Mye
LILRA5,0,1.599307722,0.681,0.166,0,Mono_CD16,1.599307722,Mono_CD16,Mye
CDKN1C,0,1.53034543,0.366,0.05,0,Mono_CD16,1.53034543,Mono_CD16,Mye
CDA,0,1.518499408,0.366,0.078,0,Mono_CD16,1.518499408,Mono_CD16,Mye
LRRC25,1.04e-261,1.484547799,0.6,0.323,1.9099999999999998e-257,Mono_CD16,1.484547799,Mono_CD16,Mye
CYTIP,1.0499999999999999e-302,1.469153591,0.679,0.38,1.94e-298,Mono_CD16,1.469153591,Mono_CD16,Mye
LYST,0,1.455147785,0.572,0.217,0,Mono_CD16,1.455147785,Mono_CD16,Mye
ICAM2,2.85e-282,1.432324771,0.438,0.155,5.25e-278,Mono_CD16,1.432324771,Mono_CD16,Mye
SPN,1.8799999999999998e-239,1.417915238,0.418,0.157,3.469999999999999e-235,Mono_CD16,1.417915238,Mono_CD16,Mye
NAAA,9.51e-233,1.378278345,0.611,0.358,1.75e-228,Mono_CD16,1.378278345,Mono_CD16,Mye
CXCL8,0,3.647632079,0.686,0.164,0,Mono_INHBA,3.647632079,Mono_INHBA,Mye
CCL20,0,3.459652966,0.345,0.048,0,Mono_INHBA,3.459652966,Mono_INHBA,Mye
CXCL3,0,3.006185656,0.569,0.137,0,Mono_INHBA,3.006185656,Mono_INHBA,Mye
INHBA,0,2.895171825,0.469,0.04,0,Mono_INHBA,2.895171825,Mono_INHBA,Mye
IL1B,0,2.893548546,0.697,0.313,0,Mono_INHBA,2.893548546,Mono_INHBA,Mye
CCL3L1,0,2.891887977,0.483,0.142,0,Mono_INHBA,2.891887977,Mono_INHBA,Mye
PTGS2,0,2.879558896,0.53,0.158,0,Mono_INHBA,2.879558896,Mono_INHBA,Mye
IL6,0,2.767441896,0.329,0.029,0,Mono_INHBA,2.767441896,Mono_INHBA,Mye
CXCL2,0,2.521685217,0.633,0.202,0,Mono_INHBA,2.521685217,Mono_INHBA,Mye
CCL3,0,2.472521157,0.768,0.352,0,Mono_INHBA,2.472521157,Mono_INHBA,Mye
IL1RN,0,2.448330064,0.676,0.191,0,Mono_INHBA,2.448330064,Mono_INHBA,Mye
CCL4,0,2.432207598,0.634,0.29,0,Mono_INHBA,2.432207598,Mono_INHBA,Mye
C15orf48,0,2.42543098,0.807,0.316,0,Mono_INHBA,2.42543098,Mono_INHBA,Mye
G0S2,0,2.354487308,0.564,0.162,0,Mono_INHBA,2.354487308,Mono_INHBA,Mye
CCL4L2,0,2.3060075,0.446,0.179,0,Mono_INHBA,2.3060075,Mono_INHBA,Mye
TNIP3,0,2.261086528,0.4,0.021,0,Mono_INHBA,2.261086528,Mono_INHBA,Mye
SPP1,0,2.172192235,0.487,0.21,0,Mono_INHBA,2.172192235,Mono_INHBA,Mye
EREG,0,1.981302551,0.485,0.137,0,Mono_INHBA,1.981302551,Mono_INHBA,Mye
TREM1,0,1.864331602,0.593,0.216,0,Mono_INHBA,1.864331602,Mono_INHBA,Mye
TNFAIP6,0,1.856515105,0.34,0.048,0,Mono_INHBA,1.856515105,Mono_INHBA,Mye
GZMB,0,8.6301254019999991,0.783,0.014,0,pDC_LILRA4,8.6301254019999991,pDC_LILRA4,Mye
PTGDS,0,7.479966657,0.385,0.014,0,pDC_LILRA4,7.479966657,pDC_LILRA4,Mye
LILRA4,0,6.773576581,0.68,0.032,0,pDC_LILRA4,6.773576581,pDC_LILRA4,Mye
TCL1A,0,6.603413533,0.442,0.001,0,pDC_LILRA4,6.603413533,pDC_LILRA4,Mye
CLIC3,0,5.736877472,0.688,0.021,0,pDC_LILRA4,5.736877472,pDC_LILRA4,Mye
SERPINF1,0,5.539665334,0.742,0.386,0,pDC_LILRA4,5.539665334,pDC_LILRA4,Mye
CYB561A3,0,5.518796826,0.709,0.19,0,pDC_LILRA4,5.518796826,pDC_LILRA4,Mye
BCL11A,0,5.343740615,0.646,0.054,0,pDC_LILRA4,5.343740615,pDC_LILRA4,Mye
ITM2C,0,5.332982247,0.779,0.105,0,pDC_LILRA4,5.332982247,pDC_LILRA4,Mye
PLAC8,0,5.332693862,0.742,0.176,0,pDC_LILRA4,5.332693862,pDC_LILRA4,Mye
IRF7,0,5.22599061,0.804,0.378,0,pDC_LILRA4,5.22599061,pDC_LILRA4,Mye
IRF8,0,5.174554219,0.766,0.357,0,pDC_LILRA4,5.174554219,pDC_LILRA4,Mye
MZB1,0,5.153913354,0.695,0.007,0,pDC_LILRA4,5.153913354,pDC_LILRA4,Mye
TSPAN13,0,5.128533184,0.761,0.039,0,pDC_LILRA4,5.128533184,pDC_LILRA4,Mye
IRF4,0,5.072320082,0.648,0.063,0,pDC_LILRA4,5.072320082,pDC_LILRA4,Mye
SPIB,0,5.060682812,0.59,0.044,0,pDC_LILRA4,5.060682812,pDC_LILRA4,Mye
IGKC,0,5.013566662,0.785,0.124,0,pDC_LILRA4,5.013566662,pDC_LILRA4,Mye
C12orf75,0,4.995917853,0.725,0.054,0,pDC_LILRA4,4.995917853,pDC_LILRA4,Mye
GPR183,0,4.927488219,0.777,0.44,0,pDC_LILRA4,4.927488219,pDC_LILRA4,Mye
PLD4,0,4.861361264,0.756,0.309,0,pDC_LILRA4,4.861361264,pDC_LILRA4,Mye
