gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
F13A1,1.24e-68,1.406187662,0.484,0.229,2.28e-64,Macro_FOLR2+APOE-,1.406187662,Macro_FOLR2+APOE-,Mye
PLTP,5.8e-71,1.376890952,0.586,0.326,1.0699999999999999e-66,Macro_FOLR2+APOE-,1.376890952,Macro_FOLR2+APOE-,Mye
RNASE1,8.08e-102,1.264429869,0.631,0.268,1.49e-97,Macro_FOLR2+APOE-,1.264429869,Macro_FOLR2+APOE-,Mye
C1QC,2.5999999999999996e-118,1.062039138,0.951,0.541,4.7899999999999996e-114,Macro_FOLR2+APOE-,1.062039138,Macro_FOLR2+APOE-,Mye
C1QA,1.28e-116,1.007198763,0.953,0.562,2.36e-112,Macro_FOLR2+APOE-,1.007198763,Macro_FOLR2+APOE-,Mye
C1QB,1.5899999999999998e-99,0.768041441,0.953,0.541,2.9199999999999996e-95,Macro_FOLR2+APOE-,0.768041441,Macro_FOLR2+APOE-,Mye
CTSZ,1.34e-8,0.169749013,0.397,0.655,2.47e-4,Macro_FOLR2+APOE-,0.169749013,Macro_FOLR2+APOE-,Mye
GPNMB,0,2.797657357,0.929,0.318,0,Macro_FOLR2+APOE+,2.797657357,Macro_FOLR2+APOE+,Mye
CCL18,0,2.775104039,0.346,0.045,0,Macro_FOLR2+APOE+,2.775104039,Macro_FOLR2+APOE+,Mye
SDS,2.32e-97,2.693731095,0.487,0.211,4.28e-93,Macro_FOLR2+APOE+,2.693731095,Macro_FOLR2+APOE+,Mye
PLAU,3.9399999999999997e-271,2.587667729,0.587,0.183,7.27e-267,Macro_FOLR2+APOE+,2.587667729,Macro_FOLR2+APOE+,Mye
CXCL9,0,2.456188923,0.714,0.142,0,Macro_FOLR2+APOE+,2.456188923,Macro_FOLR2+APOE+,Mye
NR1H3,0,2.439949298,0.743,0.133,0,Macro_FOLR2+APOE+,2.439949298,Macro_FOLR2+APOE+,Mye
LGMN,0,2.43445078,0.93,0.394,0,Macro_FOLR2+APOE+,2.43445078,Macro_FOLR2+APOE+,Mye
CCL4,8.53e-82,2.429218976,0.571,0.302,1.5700000000000001e-77,Macro_FOLR2+APOE+,2.429218976,Macro_FOLR2+APOE+,Mye
ACP5,0,2.394013419,0.876,0.386,0,Macro_FOLR2+APOE+,2.394013419,Macro_FOLR2+APOE+,Mye
C1QB,0,2.33502664,0.986,0.533,0,Macro_FOLR2+APOE+,2.33502664,Macro_FOLR2+APOE+,Mye
RGS1,1.23e-37,2.307822792,0.911,0.635,2.27e-33,Macro_FOLR2+APOE+,2.307822792,Macro_FOLR2+APOE+,Mye
C1QA,0,2.216352953,0.987,0.554,0,Macro_FOLR2+APOE+,2.216352953,Macro_FOLR2+APOE+,Mye
A2M,2.3299999999999998e-184,2.204085611,0.836,0.376,4.289999999999999e-180,Macro_FOLR2+APOE+,2.204085611,Macro_FOLR2+APOE+,Mye
CYP27A1,0,2.188572931,0.446,0.085,0,Macro_FOLR2+APOE+,2.188572931,Macro_FOLR2+APOE+,Mye
GLA,9.519999999999998e-160,2.096246248,0.691,0.3,1.75e-155,Macro_FOLR2+APOE+,2.096246248,Macro_FOLR2+APOE+,Mye
LIPA,3.359999999999999e-227,2.070162933,0.932,0.489,6.189999999999999e-223,Macro_FOLR2+APOE+,2.070162933,Macro_FOLR2+APOE+,Mye
TMEM176B,0,2.047320143,0.98,0.522,0,Macro_FOLR2+APOE+,2.047320143,Macro_FOLR2+APOE+,Mye
APOC1,0,2.034405306,0.962,0.494,0,Macro_FOLR2+APOE+,2.034405306,Macro_FOLR2+APOE+,Mye
FOLR2,7.13e-188,1.994909789,0.505,0.171,1.3099999999999997e-183,Macro_FOLR2+APOE+,1.994909789,Macro_FOLR2+APOE+,Mye
SGK1,1.71e-12,1.988543805,0.856,0.597,3.15e-8,Macro_FOLR2+APOE+,1.988543805,Macro_FOLR2+APOE+,Mye
TREM2,1.3499999999999998e-112,1.937134543,0.781,0.396,2.49e-108,Macro_FOLR2+APOE+,1.937134543,Macro_FOLR2+APOE+,Mye
PLD3,0,1.914459132,0.975,0.497,0,Macro_FOLR2+APOE+,1.914459132,Macro_FOLR2+APOE+,Mye
SOD2,1.63e-65,1.906803932,0.916,0.644,2.9999999999999998e-61,Macro_FOLR2+APOE+,1.906803932,Macro_FOLR2+APOE+,Mye
DHRS3,5.669999999999999e-156,1.861754382,0.44,0.144,1.0399999999999999e-151,Macro_FOLR2+APOE+,1.861754382,Macro_FOLR2+APOE+,Mye
PLA2G7,0,1.837581123,0.661,0.182,0,Macro_FOLR2+APOE+,1.837581123,Macro_FOLR2+APOE+,Mye
C1QC,0,1.835649259,0.988,0.533,0,Macro_FOLR2+APOE+,1.835649259,Macro_FOLR2+APOE+,Mye
MSR1,5.880000000000001e-100,1.822293702,0.758,0.37,1.08e-95,Macro_FOLR2+APOE+,1.822293702,Macro_FOLR2+APOE+,Mye
CTSL,0,1.820585164,0.969,0.506,0,Macro_FOLR2+APOE+,1.820585164,Macro_FOLR2+APOE+,Mye
HLA-DMB,2.5699999999999996e-232,1.819152807,0.975,0.629,4.74e-228,Macro_FOLR2+APOE+,1.819152807,Macro_FOLR2+APOE+,Mye
IFI30,2.63e-80,1.816058301,0.853,0.56,4.84e-76,Macro_FOLR2+APOE+,1.816058301,Macro_FOLR2+APOE+,Mye
ADAMDEC1,0,1.792214722,0.641,0.075,0,Macro_FOLR2+APOE+,1.792214722,Macro_FOLR2+APOE+,Mye
MGLL,2.1e-230,1.756533855,0.495,0.148,3.87e-226,Macro_FOLR2+APOE+,1.756533855,Macro_FOLR2+APOE+,Mye
PLTP,5.0200000000000005e-273,1.755993124,0.817,0.314,9.24e-269,Macro_FOLR2+APOE+,1.755993124,Macro_FOLR2+APOE+,Mye
LGALS3,1.3799999999999997e-153,1.748485086,0.967,0.717,2.55e-149,Macro_FOLR2+APOE+,1.748485086,Macro_FOLR2+APOE+,Mye
CTSC,0,1.732711606,0.991,0.669,0,Macro_FOLR2+APOE+,1.732711606,Macro_FOLR2+APOE+,Mye
APOE,0,1.730367979,0.97,0.493,0,Macro_FOLR2+APOE+,1.730367979,Macro_FOLR2+APOE+,Mye
ACP2,0,1.72871592,0.833,0.241,0,Macro_FOLR2+APOE+,1.72871592,Macro_FOLR2+APOE+,Mye
CTSA,1.25e-295,1.724236424,0.939,0.493,2.31e-291,Macro_FOLR2+APOE+,1.724236424,Macro_FOLR2+APOE+,Mye
C2,0,1.71212837,0.738,0.146,0,Macro_FOLR2+APOE+,1.71212837,Macro_FOLR2+APOE+,Mye
LGALS3BP,0,1.702618755,0.817,0.305,0,Macro_FOLR2+APOE+,1.702618755,Macro_FOLR2+APOE+,Mye
DNASE2,0,1.68989939,0.864,0.353,0,Macro_FOLR2+APOE+,1.68989939,Macro_FOLR2+APOE+,Mye
CD72,7.66e-269,1.685673787,0.615,0.195,1.41e-264,Macro_FOLR2+APOE+,1.685673787,Macro_FOLR2+APOE+,Mye
FABP5,1.7699999999999996e-55,1.637653536,0.728,0.438,3.26e-51,Macro_FOLR2+APOE+,1.637653536,Macro_FOLR2+APOE+,Mye
MMP9,0,1.634955647,0.468,0.097,0,Macro_FOLR2+APOE+,1.634955647,Macro_FOLR2+APOE+,Mye
SLCO2B1,9.899999999999998e-271,1.623963661,0.876,0.355,1.8200000000000002e-266,Macro_FOLR2+APOE+,1.623963661,Macro_FOLR2+APOE+,Mye
RAB20,9.219999999999999e-178,1.621799791,0.781,0.334,1.7e-173,Macro_FOLR2+APOE+,1.621799791,Macro_FOLR2+APOE+,Mye
ASAH1,1.25e-187,1.609547802,0.98,0.68,2.2999999999999993e-183,Macro_FOLR2+APOE+,1.609547802,Macro_FOLR2+APOE+,Mye
SERPING1,0,1.599804527,0.938,0.381,0,Macro_FOLR2+APOE+,1.599804527,Macro_FOLR2+APOE+,Mye
MGAT1,8.1499999999999995e-53,1.598816255,0.906,0.616,1.5e-48,Macro_FOLR2+APOE+,1.598816255,Macro_FOLR2+APOE+,Mye
TMEM176A,0,1.596667539,0.964,0.434,0,Macro_FOLR2+APOE+,1.596667539,Macro_FOLR2+APOE+,Mye
TGFBI,1.71e-42,1.587908473,0.893,0.59,3.15e-38,Macro_FOLR2+APOE+,1.587908473,Macro_FOLR2+APOE+,Mye
CREG1,0,1.585311487,0.956,0.5,0,Macro_FOLR2+APOE+,1.585311487,Macro_FOLR2+APOE+,Mye
SCPEP1,0,1.580003481,0.889,0.394,0,Macro_FOLR2+APOE+,1.580003481,Macro_FOLR2+APOE+,Mye
IL18BP,4.14e-302,1.57536892,0.606,0.185,7.62e-298,Macro_FOLR2+APOE+,1.57536892,Macro_FOLR2+APOE+,Mye
NPL,0,1.54066617,0.78,0.243,0,Macro_FOLR2+APOE+,1.54066617,Macro_FOLR2+APOE+,Mye
CTSH,1.7599999999999996e-145,1.537331619,0.97,0.702,3.24e-141,Macro_FOLR2+APOE+,1.537331619,Macro_FOLR2+APOE+,Mye
MPP1,1.84e-173,1.527834343,0.839,0.4,3.39e-169,Macro_FOLR2+APOE+,1.527834343,Macro_FOLR2+APOE+,Mye
SLC38A6,3.9500000000000005e-259,1.526276116,0.496,0.136,7.269999999999999e-255,Macro_FOLR2+APOE+,1.526276116,Macro_FOLR2+APOE+,Mye
IGSF6,7.05e-167,1.521887882,0.915,0.547,1.2999999999999997e-162,Macro_FOLR2+APOE+,1.521887882,Macro_FOLR2+APOE+,Mye
C3AR1,1.47e-127,1.518341671,0.821,0.404,2.71e-123,Macro_FOLR2+APOE+,1.518341671,Macro_FOLR2+APOE+,Mye
LAIR1,4.2699999999999996e-153,1.51046723,0.911,0.508,7.87e-149,Macro_FOLR2+APOE+,1.51046723,Macro_FOLR2+APOE+,Mye
IL4I1,2.07e-302,1.506904042,0.68,0.222,3.81e-298,Macro_FOLR2+APOE+,1.506904042,Macro_FOLR2+APOE+,Mye
C1orf54,1.42e-292,1.503093013,0.752,0.269,2.6099999999999997e-288,Macro_FOLR2+APOE+,1.503093013,Macro_FOLR2+APOE+,Mye
HEXA,4.2599999999999994e-132,1.50145498,0.872,0.458,7.84e-128,Macro_FOLR2+APOE+,1.50145498,Macro_FOLR2+APOE+,Mye
FPR3,5.699999999999999e-169,1.493017926,0.743,0.327,1.05e-164,Macro_FOLR2+APOE+,1.493017926,Macro_FOLR2+APOE+,Mye
TSC22D1,3.59e-154,1.489581515,0.444,0.154,6.619999999999999e-150,Macro_FOLR2+APOE+,1.489581515,Macro_FOLR2+APOE+,Mye
GNPDA1,1.0399999999999997e-176,1.487160032,0.647,0.248,1.9099999999999997e-172,Macro_FOLR2+APOE+,1.487160032,Macro_FOLR2+APOE+,Mye
TSPAN4,0,1.484359763,0.814,0.278,0,Macro_FOLR2+APOE+,1.484359763,Macro_FOLR2+APOE+,Mye
AXL,5.44e-98,1.483787538,0.603,0.271,1e-93,Macro_FOLR2+APOE+,1.483787538,Macro_FOLR2+APOE+,Mye
MFSD1,1.3799999999999999e-110,1.456057044,0.932,0.581,2.5399999999999994e-106,Macro_FOLR2+APOE+,1.456057044,Macro_FOLR2+APOE+,Mye
FCGR3A,4.11e-77,1.451476669,0.926,0.565,7.560000000000001e-73,Macro_FOLR2+APOE+,1.451476669,Macro_FOLR2+APOE+,Mye
LAMP2,3.84e-214,1.436519931,0.838,0.389,7.06e-210,Macro_FOLR2+APOE+,1.436519931,Macro_FOLR2+APOE+,Mye
DNPH1,7.07e-282,1.428429259,0.828,0.333,1.3e-277,Macro_FOLR2+APOE+,1.428429259,Macro_FOLR2+APOE+,Mye
CCL5,9.889999999999999e-208,1.419329739,0.4,0.11,1.82e-203,Macro_FOLR2+APOE+,1.419329739,Macro_FOLR2+APOE+,Mye
CPM,1.4499999999999998e-185,1.407609617,0.785,0.357,2.68e-181,Macro_FOLR2+APOE+,1.407609617,Macro_FOLR2+APOE+,Mye
GM2A,0,1.40155266,0.885,0.36,0,Macro_FOLR2+APOE+,1.40155266,Macro_FOLR2+APOE+,Mye
PILRA,9.56e-69,1.386600149,0.812,0.484,1.7600000000000002e-64,Macro_FOLR2+APOE+,1.386600149,Macro_FOLR2+APOE+,Mye
IFI27,1.4799999999999998e-246,1.384092455,0.514,0.162,2.72e-242,Macro_FOLR2+APOE+,1.384092455,Macro_FOLR2+APOE+,Mye
FUCA1,0,1.383568459,0.736,0.236,0,Macro_FOLR2+APOE+,1.383568459,Macro_FOLR2+APOE+,Mye
SMPDL3A,8.820000000000001e-269,1.380870782,0.499,0.135,1.6199999999999999e-264,Macro_FOLR2+APOE+,1.380870782,Macro_FOLR2+APOE+,Mye
AKR1B1,4.05e-174,1.37748081,0.871,0.456,7.459999999999999e-170,Macro_FOLR2+APOE+,1.37748081,Macro_FOLR2+APOE+,Mye
GAA,2.5499999999999995e-195,1.374523626,0.829,0.374,4.69e-191,Macro_FOLR2+APOE+,1.374523626,Macro_FOLR2+APOE+,Mye
TFRC,9.52e-162,1.373227665,0.571,0.228,1.7499999999999998e-157,Macro_FOLR2+APOE+,1.373227665,Macro_FOLR2+APOE+,Mye
PLEKHO2,5.98e-186,1.373214762,0.562,0.198,1.1e-181,Macro_FOLR2+APOE+,1.373214762,Macro_FOLR2+APOE+,Mye
PIK3IP1,5.309999999999999e-151,1.368373121,0.504,0.183,9.78e-147,Macro_FOLR2+APOE+,1.368373121,Macro_FOLR2+APOE+,Mye
GALM,2.2e-265,1.361740209,0.603,0.185,4.04e-261,Macro_FOLR2+APOE+,1.361740209,Macro_FOLR2+APOE+,Mye
CD81,7.07e-282,1.35462299,0.929,0.448,1.3e-277,Macro_FOLR2+APOE+,1.35462299,Macro_FOLR2+APOE+,Mye
ATOX1,0,1.353565737,0.947,0.565,0,Macro_FOLR2+APOE+,1.353565737,Macro_FOLR2+APOE+,Mye
HLA-DOA,1.7899999999999998e-128,1.348549592,0.795,0.381,3.2899999999999996e-124,Macro_FOLR2+APOE+,1.348549592,Macro_FOLR2+APOE+,Mye
HEXB,3.1299999999999995e-152,1.34330664,0.882,0.503,5.759999999999999e-148,Macro_FOLR2+APOE+,1.34330664,Macro_FOLR2+APOE+,Mye
SLC43A3,3.84e-91,1.334739347,0.522,0.234,7.069999999999999e-87,Macro_FOLR2+APOE+,1.334739347,Macro_FOLR2+APOE+,Mye
SLC15A3,1.85e-191,1.334557413,0.686,0.271,3.41e-187,Macro_FOLR2+APOE+,1.334557413,Macro_FOLR2+APOE+,Mye
AKR1A1,3.2299999999999993e-253,1.329488066,0.953,0.566,5.949999999999999e-249,Macro_FOLR2+APOE+,1.329488066,Macro_FOLR2+APOE+,Mye
SDCBP,3.5599999999999995e-61,1.327086608,0.969,0.716,6.549999999999999e-57,Macro_FOLR2+APOE+,1.327086608,Macro_FOLR2+APOE+,Mye
NRP2,4.11e-291,1.322605931,0.646,0.197,7.569999999999999e-287,Macro_FOLR2+APOE+,1.322605931,Macro_FOLR2+APOE+,Mye
SLAMF8,3.44e-292,1.321340981,0.808,0.311,6.33e-288,Macro_FOLR2+APOE+,1.321340981,Macro_FOLR2+APOE+,Mye
PLIN2,4.25e-41,1.320509528,0.799,0.489,7.819999999999999e-37,Macro_FOLR2+APOE+,1.320509528,Macro_FOLR2+APOE+,Mye
NAGK,1.15e-102,1.305410287,0.842,0.467,2.12e-98,Macro_FOLR2+APOE+,1.305410287,Macro_FOLR2+APOE+,Mye
SEMA4A,2.5099999999999997e-143,1.290042274,0.542,0.214,4.63e-139,Macro_FOLR2+APOE+,1.290042274,Macro_FOLR2+APOE+,Mye
SDHB,4.08e-141,1.288022506,0.781,0.388,7.52e-137,Macro_FOLR2+APOE+,1.288022506,Macro_FOLR2+APOE+,Mye
PPT1,1.5700000000000001e-26,1.284310073,0.919,0.643,2.89e-22,Macro_FOLR2+APOE+,1.284310073,Macro_FOLR2+APOE+,Mye
SGPL1,7.909999999999998e-272,1.274806822,0.539,0.158,1.46e-267,Macro_FOLR2+APOE+,1.274806822,Macro_FOLR2+APOE+,Mye
CTSZ,0,1.264468238,0.965,0.643,0,Macro_FOLR2+APOE+,1.264468238,Macro_FOLR2+APOE+,Mye
VAT1,2.34e-208,1.264300713,0.627,0.225,4.3099999999999995e-204,Macro_FOLR2+APOE+,1.264300713,Macro_FOLR2+APOE+,Mye
TNFRSF14,7.699999999999999e-160,1.259543347,0.855,0.437,1.42e-155,Macro_FOLR2+APOE+,1.259543347,Macro_FOLR2+APOE+,Mye
SDSL,3.1799999999999998e-161,1.254937594,0.6,0.229,5.859999999999999e-157,Macro_FOLR2+APOE+,1.254937594,Macro_FOLR2+APOE+,Mye
TNFAIP2,1.15e-64,1.249964499,0.724,0.397,2.12e-60,Macro_FOLR2+APOE+,1.249964499,Macro_FOLR2+APOE+,Mye
HSD17B4,1.5000000000000001e-117,1.246240357,0.585,0.249,2.76e-113,Macro_FOLR2+APOE+,1.246240357,Macro_FOLR2+APOE+,Mye
MS4A4A,2.3299999999999997e-228,1.246018419,0.838,0.408,4.299999999999999e-224,Macro_FOLR2+APOE+,1.246018419,Macro_FOLR2+APOE+,Mye
ADAM28,7.55e-73,1.244523624,0.49,0.231,1.3899999999999999e-68,Macro_FOLR2+APOE+,1.244523624,Macro_FOLR2+APOE+,Mye
CYFIP1,2.38e-156,1.234773364,0.719,0.312,4.379999999999999e-152,Macro_FOLR2+APOE+,1.234773364,Macro_FOLR2+APOE+,Mye
RARRES1,0,1.234730144,0.449,0.043,0,Macro_FOLR2+APOE+,1.234730144,Macro_FOLR2+APOE+,Mye
PLXND1,2.01e-177,1.231812513,0.603,0.222,3.699999999999999e-173,Macro_FOLR2+APOE+,1.231812513,Macro_FOLR2+APOE+,Mye
NUPR1,4.93e-209,1.224059926,0.581,0.205,9.08e-205,Macro_FOLR2+APOE+,1.224059926,Macro_FOLR2+APOE+,Mye
TCN2,0,1.221955352,0.786,0.203,0,Macro_FOLR2+APOE+,1.221955352,Macro_FOLR2+APOE+,Mye
MGAT4A,2.8699999999999996e-116,1.21937989,0.725,0.346,5.279999999999999e-112,Macro_FOLR2+APOE+,1.21937989,Macro_FOLR2+APOE+,Mye
ALDH1A1,0,1.216484054,0.624,0.187,0,Macro_FOLR2+APOE+,1.216484054,Macro_FOLR2+APOE+,Mye
PLA2G15,1.4999999999999995e-183,1.213269668,0.464,0.146,2.7699999999999998e-179,Macro_FOLR2+APOE+,1.213269668,Macro_FOLR2+APOE+,Mye
KLHDC8B,1.6299999999999997e-291,1.20880778,0.369,0.077,2.99e-287,Macro_FOLR2+APOE+,1.20880778,Macro_FOLR2+APOE+,Mye
IFNGR1,1.42e-23,1.196465362,0.856,0.573,2.61e-19,Macro_FOLR2+APOE+,1.196465362,Macro_FOLR2+APOE+,Mye
HSD17B14,0,1.193610981,0.426,0.089,0,Macro_FOLR2+APOE+,1.193610981,Macro_FOLR2+APOE+,Mye
PSMC2,5.2e-120,1.181830214,0.625,0.277,9.579999999999999e-116,Macro_FOLR2+APOE+,1.181830214,Macro_FOLR2+APOE+,Mye
SLC3A2,5.21e-58,1.178276154,0.778,0.454,9.59e-54,Macro_FOLR2+APOE+,1.178276154,Macro_FOLR2+APOE+,Mye
CMKLR1,0,1.175715899,0.623,0.135,0,Macro_FOLR2+APOE+,1.175715899,Macro_FOLR2+APOE+,Mye
SLC40A1,4.4799999999999995e-225,1.168620413,0.603,0.22,8.26e-221,Macro_FOLR2+APOE+,1.168620413,Macro_FOLR2+APOE+,Mye
GBA,5.6699999999999995e-124,1.16831903,0.487,0.192,1.0399999999999998e-119,Macro_FOLR2+APOE+,1.16831903,Macro_FOLR2+APOE+,Mye
SLC7A7,1.8999999999999997e-143,1.167254522,0.862,0.454,3.5e-139,Macro_FOLR2+APOE+,1.167254522,Macro_FOLR2+APOE+,Mye
DMXL2,7.89e-164,1.163408439,0.636,0.257,1.4499999999999997e-159,Macro_FOLR2+APOE+,1.163408439,Macro_FOLR2+APOE+,Mye
CBR1,5.8399999999999994e-170,1.161006234,0.718,0.305,1.0799999999999998e-165,Macro_FOLR2+APOE+,1.161006234,Macro_FOLR2+APOE+,Mye
GCHFR,4.2099999999999996e-135,1.160778314,0.469,0.176,7.76e-131,Macro_FOLR2+APOE+,1.160778314,Macro_FOLR2+APOE+,Mye
ATP6AP1,1.85e-114,1.157998398,0.897,0.534,3.3999999999999995e-110,Macro_FOLR2+APOE+,1.157998398,Macro_FOLR2+APOE+,Mye
RAB7A,3.36e-34,1.157590669,0.898,0.625,6.2e-30,Macro_FOLR2+APOE+,1.157590669,Macro_FOLR2+APOE+,Mye
GBP2,4.49e-115,1.15727804,0.755,0.362,8.26e-111,Macro_FOLR2+APOE+,1.15727804,Macro_FOLR2+APOE+,Mye
RASSF4,1e-126,1.156094273,0.87,0.496,1.8500000000000001e-122,Macro_FOLR2+APOE+,1.156094273,Macro_FOLR2+APOE+,Mye
DENND2D,2.7899999999999996e-169,1.154766542,0.361,0.104,5.13e-165,Macro_FOLR2+APOE+,1.154766542,Macro_FOLR2+APOE+,Mye
TRPV2,1.22e-134,1.152112567,0.517,0.201,2.2499999999999996e-130,Macro_FOLR2+APOE+,1.152112567,Macro_FOLR2+APOE+,Mye
COMMD4,4.689999999999999e-103,1.143688471,0.533,0.228,8.629999999999998e-99,Macro_FOLR2+APOE+,1.143688471,Macro_FOLR2+APOE+,Mye
CSF1R,1.82e-68,1.140558203,0.923,0.561,3.36e-64,Macro_FOLR2+APOE+,1.140558203,Macro_FOLR2+APOE+,Mye
VAMP5,4.23e-230,1.138653538,0.885,0.469,7.79e-226,Macro_FOLR2+APOE+,1.138653538,Macro_FOLR2+APOE+,Mye
SLC31A1,1.52e-300,1.137768934,0.656,0.202,2.8e-296,Macro_FOLR2+APOE+,1.137768934,Macro_FOLR2+APOE+,Mye
CD84,1.3499999999999997e-174,1.134503665,0.824,0.38,2.49e-170,Macro_FOLR2+APOE+,1.134503665,Macro_FOLR2+APOE+,Mye
SLAMF7,6.169999999999998e-247,1.127678067,0.594,0.199,1.14e-242,Macro_FOLR2+APOE+,1.127678067,Macro_FOLR2+APOE+,Mye
MS4A7,4.7999999999999996e-89,1.122909253,0.948,0.654,8.83e-85,Macro_FOLR2+APOE+,1.122909253,Macro_FOLR2+APOE+,Mye
SLC35F6,8.669999999999999e-130,1.120297343,0.402,0.14,1.6e-125,Macro_FOLR2+APOE+,1.120297343,Macro_FOLR2+APOE+,Mye
EIF4A3,4.92e-50,1.117357945,0.69,0.394,9.06e-46,Macro_FOLR2+APOE+,1.117357945,Macro_FOLR2+APOE+,Mye
BLVRA,5.1299999999999997e-132,1.117068247,0.775,0.372,9.439999999999999e-128,Macro_FOLR2+APOE+,1.117068247,Macro_FOLR2+APOE+,Mye
ICAM1,1.87e-74,1.1110223,0.666,0.353,3.4500000000000005e-70,Macro_FOLR2+APOE+,1.1110223,Macro_FOLR2+APOE+,Mye
PTAFR,4.969999999999999e-174,1.106795604,0.811,0.363,9.15e-170,Macro_FOLR2+APOE+,1.106795604,Macro_FOLR2+APOE+,Mye
ATP6AP2,4.319999999999999e-110,1.103254976,0.909,0.582,7.949999999999999e-106,Macro_FOLR2+APOE+,1.103254976,Macro_FOLR2+APOE+,Mye
BLVRB,3.04e-128,1.100308661,0.862,0.479,5.589999999999999e-124,Macro_FOLR2+APOE+,1.100308661,Macro_FOLR2+APOE+,Mye
HMOX1,2.3899999999999998e-116,1.09411453,0.903,0.534,4.389999999999999e-112,Macro_FOLR2+APOE+,1.09411453,Macro_FOLR2+APOE+,Mye
RDX,2.3499999999999998e-138,1.092282049,0.558,0.222,4.3399999999999996e-134,Macro_FOLR2+APOE+,1.092282049,Macro_FOLR2+APOE+,Mye
MERTK,6.439999999999999e-173,1.089101386,0.524,0.182,1.1899999999999998e-168,Macro_FOLR2+APOE+,1.089101386,Macro_FOLR2+APOE+,Mye
PEPD,1.9199999999999998e-109,1.086875056,0.731,0.352,3.53e-105,Macro_FOLR2+APOE+,1.086875056,Macro_FOLR2+APOE+,Mye
CD38,0,1.085531133,0.62,0.173,0,Macro_FOLR2+APOE+,1.085531133,Macro_FOLR2+APOE+,Mye
OAZ2,2.3999999999999997e-162,1.082985359,0.667,0.272,4.419999999999999e-158,Macro_FOLR2+APOE+,1.082985359,Macro_FOLR2+APOE+,Mye
ACAA2,4.93e-124,1.080926706,0.499,0.196,9.079999999999999e-120,Macro_FOLR2+APOE+,1.080926706,Macro_FOLR2+APOE+,Mye
SLC7A8,0,1.080351724,0.346,0.061,0,Macro_FOLR2+APOE+,1.080351724,Macro_FOLR2+APOE+,Mye
ABHD12,4.2899999999999995e-239,1.071368109,0.841,0.366,7.899999999999997e-235,Macro_FOLR2+APOE+,1.071368109,Macro_FOLR2+APOE+,Mye
GUSB,1.4599999999999997e-96,1.07038977,0.69,0.336,2.68e-92,Macro_FOLR2+APOE+,1.07038977,Macro_FOLR2+APOE+,Mye
CLEC7A,4.84e-25,1.070068886,0.815,0.516,8.910000000000001e-21,Macro_FOLR2+APOE+,1.070068886,Macro_FOLR2+APOE+,Mye
ADAP2,9.030000000000001e-91,1.069473228,0.81,0.434,1.66e-86,Macro_FOLR2+APOE+,1.069473228,Macro_FOLR2+APOE+,Mye
LILRB4,3.4299999999999995e-210,1.06918234,0.922,0.539,6.32e-206,Macro_FOLR2+APOE+,1.06918234,Macro_FOLR2+APOE+,Mye
SCAMP2,2.07e-40,1.065329073,0.805,0.494,3.82e-36,Macro_FOLR2+APOE+,1.065329073,Macro_FOLR2+APOE+,Mye
CCRL2,5.65e-108,1.064958436,0.452,0.177,1.0399999999999999e-103,Macro_FOLR2+APOE+,1.064958436,Macro_FOLR2+APOE+,Mye
MRPL55,2.44e-62,1.061813845,0.542,0.27,4.5e-58,Macro_FOLR2+APOE+,1.061813845,Macro_FOLR2+APOE+,Mye
P2RX4,2.48e-138,1.059275414,0.574,0.223,4.569999999999999e-134,Macro_FOLR2+APOE+,1.059275414,Macro_FOLR2+APOE+,Mye
HM13,4.01e-49,1.058055213,0.833,0.531,7.39e-45,Macro_FOLR2+APOE+,1.058055213,Macro_FOLR2+APOE+,Mye
STOM,2.2399999999999995e-162,1.056930028,0.749,0.334,4.12e-158,Macro_FOLR2+APOE+,1.056930028,Macro_FOLR2+APOE+,Mye
IL18,4.639999999999999e-112,1.055192061,0.805,0.432,8.549999999999999e-108,Macro_FOLR2+APOE+,1.055192061,Macro_FOLR2+APOE+,Mye
TPP1,2.93e-58,1.050799306,0.911,0.586,5.399999999999999e-54,Macro_FOLR2+APOE+,1.050799306,Macro_FOLR2+APOE+,Mye
CXCL16,7.89e-38,1.050726603,0.923,0.643,1.45e-33,Macro_FOLR2+APOE+,1.050726603,Macro_FOLR2+APOE+,Mye
ARL6IP1,1.9099999999999997e-110,1.046988296,0.786,0.404,3.5099999999999994e-106,Macro_FOLR2+APOE+,1.046988296,Macro_FOLR2+APOE+,Mye
LY96,3.9799999999999996e-160,1.045453004,0.861,0.445,7.319999999999999e-156,Macro_FOLR2+APOE+,1.045453004,Macro_FOLR2+APOE+,Mye
ATP6V0A1,4.86e-136,1.045264814,0.485,0.179,8.95e-132,Macro_FOLR2+APOE+,1.045264814,Macro_FOLR2+APOE+,Mye
PDE4DIP,3.12e-102,1.044620936,0.655,0.312,5.7399999999999996e-98,Macro_FOLR2+APOE+,1.044620936,Macro_FOLR2+APOE+,Mye
RNF130,3.57e-75,1.04409918,0.957,0.702,6.57e-71,Macro_FOLR2+APOE+,1.04409918,Macro_FOLR2+APOE+,Mye
HNMT,8.259999999999999e-169,1.041015644,0.811,0.368,1.5199999999999999e-164,Macro_FOLR2+APOE+,1.041015644,Macro_FOLR2+APOE+,Mye
