gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
HEXA,4.26E-132,1.50145498,0.872,0.458,7.84E-128,Macro_FOLR2+APOE+,1.50145498
BLVRA,5.13E-132,1.117068247,0.775,0.372,9.44E-128,Macro_FOLR2+APOE+,1.117068247
PHACTR2,3.85E-131,0.357525985,0.458,0.168,7.10E-127,Macro_FOLR2+APOE+,0.357525985
SPPL2A,3.87E-131,0.652992423,0.714,0.33,7.13E-127,Macro_FOLR2+APOE+,0.652992423
MKNK1,5.20E-131,0.463690278,0.513,0.201,9.58E-127,Macro_FOLR2+APOE+,0.463690278
SLC35F6,8.67E-130,1.120297343,0.402,0.14,1.60E-125,Macro_FOLR2+APOE+,1.120297343
GDE1,2.48E-129,0.464889628,0.545,0.213,4.57E-125,Macro_FOLR2+APOE+,0.464889628
ABR,2.91E-129,0.605786668,0.51,0.201,5.36E-125,Macro_FOLR2+APOE+,0.605786668
HLA-DOA,1.79E-128,1.348549592,0.795,0.381,3.29E-124,Macro_FOLR2+APOE+,1.348549592
BLVRB,3.04E-128,1.100308661,0.862,0.479,5.59E-124,Macro_FOLR2+APOE+,1.100308661
GRINA,1.06E-127,0.766469645,0.957,0.675,1.94E-123,Macro_FOLR2+APOE+,0.766469645
C3AR1,1.47E-127,1.518341671,0.821,0.404,2.71E-123,Macro_FOLR2+APOE+,1.518341671
VAC14,4.50E-127,0.73126577,0.42,0.151,8.28E-123,Macro_FOLR2+APOE+,0.73126577
RAB9A,4.60E-127,0.151490941,0.57,0.231,8.48E-123,Macro_FOLR2+APOE+,0.151490941
PARP12,5.01E-127,0.202776249,0.443,0.163,9.22E-123,Macro_FOLR2+APOE+,0.202776249
ARL2,8.47E-127,0.440544206,0.486,0.188,1.56E-122,Macro_FOLR2+APOE+,0.440544206
RASSF4,1.00E-126,1.156094273,0.87,0.496,1.85E-122,Macro_FOLR2+APOE+,1.156094273
RAB13,1.69E-126,0.57465547,0.654,0.295,3.12E-122,Macro_FOLR2+APOE+,0.57465547
ATG7,4.11E-126,0.732112603,0.479,0.182,7.56E-122,Macro_FOLR2+APOE+,0.732112603
TMEM51,5.77E-126,0.712241399,0.597,0.252,1.06E-121,Macro_FOLR2+APOE+,0.712241399
LRPAP1,9.32E-126,0.932775115,0.865,0.485,1.72E-121,Macro_FOLR2+APOE+,0.932775115
WIPI1,1.12E-125,0.865489473,0.42,0.15,2.06E-121,Macro_FOLR2+APOE+,0.865489473
SPATS2L,4.00E-125,0.21420417,0.549,0.223,7.38E-121,Macro_FOLR2+APOE+,0.21420417
HVCN1,8.43E-125,0.459503567,0.589,0.244,1.55E-120,Macro_FOLR2+APOE+,0.459503567
ATP1B1,2.52E-124,0.350733814,0.528,0.212,4.64E-120,Macro_FOLR2+APOE+,0.350733814
PTPRJ,4.77E-124,0.342727398,0.415,0.15,8.79E-120,Macro_FOLR2+APOE+,0.342727398
ACAA2,4.93E-124,1.080926706,0.499,0.196,9.08E-120,Macro_FOLR2+APOE+,1.080926706
GBA,5.67E-124,1.16831903,0.487,0.192,1.04E-119,Macro_FOLR2+APOE+,1.16831903
REEP4,6.11E-124,0.564281236,0.561,0.231,1.12E-119,Macro_FOLR2+APOE+,0.564281236
FBXO6,7.52E-124,0.270882291,0.44,0.161,1.39E-119,Macro_FOLR2+APOE+,0.270882291
CYB5R1,1.60E-123,0.820381866,0.525,0.208,2.94E-119,Macro_FOLR2+APOE+,0.820381866
TAP2,4.39E-123,0.150262986,0.47,0.18,8.08E-119,Macro_FOLR2+APOE+,0.150262986
SEM1,9.63E-123,0.254775857,0.686,0.312,1.77E-118,Macro_FOLR2+APOE+,0.254775857
ARSA,1.09E-122,0.24308842,0.547,0.225,2.02E-118,Macro_FOLR2+APOE+,0.24308842
SECTM1,1.14E-122,0.287685025,0.431,0.158,2.09E-118,Macro_FOLR2+APOE+,0.287685025
RAB35,1.76E-122,0.297021614,0.43,0.157,3.24E-118,Macro_FOLR2+APOE+,0.297021614
COA6,3.31E-122,0.446642146,0.582,0.243,6.10E-118,Macro_FOLR2+APOE+,0.446642146
ABCA1,4.65E-122,0.921611395,0.661,0.305,8.56E-118,Macro_FOLR2+APOE+,0.921611395
FUOM,1.45E-121,1.032081898,0.757,0.365,2.67E-117,Macro_FOLR2+APOE+,1.032081898
ATP5F1D,2.26E-121,0.298569865,0.708,0.329,4.17E-117,Macro_FOLR2+APOE+,0.298569865
UBAC1,5.55E-121,0.245422103,0.44,0.163,1.02E-116,Macro_FOLR2+APOE+,0.245422103
NECAP2,1.23E-120,0.739929494,0.725,0.342,2.26E-116,Macro_FOLR2+APOE+,0.739929494
SDHD,3.29E-120,0.771815642,0.707,0.334,6.05E-116,Macro_FOLR2+APOE+,0.771815642
SMCO4,3.46E-120,0.828359128,0.782,0.407,6.38E-116,Macro_FOLR2+APOE+,0.828359128
PSMC2,5.20E-120,1.181830214,0.625,0.277,9.58E-116,Macro_FOLR2+APOE+,1.181830214
TRPM2,7.02E-120,0.751817862,0.466,0.177,1.29E-115,Macro_FOLR2+APOE+,0.751817862
SELENOH,1.16E-119,0.260701723,0.697,0.32,2.13E-115,Macro_FOLR2+APOE+,0.260701723
MR1,1.50E-119,0.509418129,0.438,0.162,2.77E-115,Macro_FOLR2+APOE+,0.509418129
TLR4,1.71E-119,0.657223253,0.533,0.215,3.16E-115,Macro_FOLR2+APOE+,0.657223253
SEPHS2,6.06E-119,0.449747844,0.531,0.219,1.12E-114,Macro_FOLR2+APOE+,0.449747844
GPR155,6.15E-119,0.425353846,0.387,0.137,1.13E-114,Macro_FOLR2+APOE+,0.425353846
PECAM1,7.11E-119,0.197594442,0.4,0.148,1.31E-114,Macro_FOLR2+APOE+,0.197594442
COQ2,1.53E-118,0.6477853,0.431,0.16,2.82E-114,Macro_FOLR2+APOE+,0.6477853
CALU,4.06E-118,0.86723804,0.525,0.217,7.48E-114,Macro_FOLR2+APOE+,0.86723804
TMEM70,1.23E-117,0.736930174,0.623,0.28,2.27E-113,Macro_FOLR2+APOE+,0.736930174
HSD17B4,1.50E-117,1.246240357,0.585,0.249,2.76E-113,Macro_FOLR2+APOE+,1.246240357
LAP3,2.08E-117,0.789792256,0.931,0.575,3.83E-113,Macro_FOLR2+APOE+,0.789792256
TPCN1,4.54E-117,0.885855345,0.391,0.139,8.35E-113,Macro_FOLR2+APOE+,0.885855345
SLC29A1,9.09E-117,0.628944559,0.433,0.164,1.67E-112,Macro_FOLR2+APOE+,0.628944559
DHRSX,1.72E-116,0.151682932,0.507,0.203,3.17E-112,Macro_FOLR2+APOE+,0.151682932
HMOX1,2.39E-116,1.09411453,0.903,0.534,4.39E-112,Macro_FOLR2+APOE+,1.09411453
MGAT4A,2.87E-116,1.21937989,0.725,0.346,5.28E-112,Macro_FOLR2+APOE+,1.21937989
STAB1,5.45E-116,0.888040016,0.692,0.335,1.00E-111,Macro_FOLR2+APOE+,0.888040016
ZDHHC24,9.13E-116,0.474789372,0.539,0.222,1.68E-111,Macro_FOLR2+APOE+,0.474789372
NAA20,1.84E-115,0.570009264,0.658,0.297,3.40E-111,Macro_FOLR2+APOE+,0.570009264
GBP2,4.49E-115,1.15727804,0.755,0.362,8.26E-111,Macro_FOLR2+APOE+,1.15727804
DDRGK1,5.42E-115,0.641845035,0.683,0.311,9.97E-111,Macro_FOLR2+APOE+,0.641845035
SYS1,1.05E-114,0.404424535,0.426,0.161,1.94E-110,Macro_FOLR2+APOE+,0.404424535
ATP6AP1,1.85E-114,1.157998398,0.897,0.534,3.40E-110,Macro_FOLR2+APOE+,1.157998398
PGD,4.85E-114,0.80859543,0.827,0.455,8.94E-110,Macro_FOLR2+APOE+,0.80859543
ALDH9A1,8.81E-114,0.371668492,0.486,0.192,1.62E-109,Macro_FOLR2+APOE+,0.371668492
SNU13,9.70E-114,0.178799635,0.649,0.293,1.79E-109,Macro_FOLR2+APOE+,0.178799635
SLC31A2,1.39E-113,0.857791264,0.818,0.431,2.57E-109,Macro_FOLR2+APOE+,0.857791264
TOR3A,2.12E-113,0.323750555,0.534,0.229,3.90E-109,Macro_FOLR2+APOE+,0.323750555
LACTB,2.34E-113,0.311365709,0.681,0.313,4.32E-109,Macro_FOLR2+APOE+,0.311365709
IFFO1,1.08E-112,0.466011011,0.408,0.151,1.99E-108,Macro_FOLR2+APOE+,0.466011011
TREM2,1.35E-112,1.937134543,0.781,0.396,2.49E-108,Macro_FOLR2+APOE+,1.937134543
CISD2,2.23E-112,0.49475035,0.737,0.359,4.11E-108,Macro_FOLR2+APOE+,0.49475035
BMP2K,2.78E-112,0.673186435,0.627,0.282,5.11E-108,Macro_FOLR2+APOE+,0.673186435
IL18,4.64E-112,1.055192061,0.805,0.432,8.55E-108,Macro_FOLR2+APOE+,1.055192061
ANKRD22,3.42E-111,0.373696097,0.528,0.217,6.30E-107,Macro_FOLR2+APOE+,0.373696097
MFSD1,1.38E-110,1.456057044,0.932,0.581,2.54E-106,Macro_FOLR2+APOE+,1.456057044
ARL6IP1,1.91E-110,1.046988296,0.786,0.404,3.51E-106,Macro_FOLR2+APOE+,1.046988296
ATP6AP2,4.32E-110,1.103254976,0.909,0.582,7.95E-106,Macro_FOLR2+APOE+,1.103254976
EMC7,9.93E-110,0.70806189,0.675,0.31,1.83E-105,Macro_FOLR2+APOE+,0.70806189
PEPD,1.92E-109,1.086875056,0.731,0.352,3.53E-105,Macro_FOLR2+APOE+,1.086875056
LGALS9,2.78E-109,0.920644344,0.895,0.538,5.12E-105,Macro_FOLR2+APOE+,0.920644344
NDUFB8,3.65E-109,0.463598083,0.578,0.279,6.71E-105,Macro_FOLR2+APOE+,0.463598083
SIGLEC7,5.92E-109,0.401850193,0.445,0.175,1.09E-104,Macro_FOLR2+APOE+,0.401850193
ADAM9,7.68E-109,0.49406014,0.526,0.22,1.41E-104,Macro_FOLR2+APOE+,0.49406014
TAPBPL,1.71E-108,0.829882399,0.472,0.188,3.14E-104,Macro_FOLR2+APOE+,0.829882399
PLGRKT,2.13E-108,0.560687776,0.501,0.203,3.92E-104,Macro_FOLR2+APOE+,0.560687776
GIMAP4,3.48E-108,0.886111234,0.824,0.416,6.40E-104,Macro_FOLR2+APOE+,0.886111234
CCRL2,5.65E-108,1.064958436,0.452,0.177,1.04E-103,Macro_FOLR2+APOE+,1.064958436
RDH11,8.44E-108,0.627630816,0.448,0.174,1.55E-103,Macro_FOLR2+APOE+,0.627630816
RAB5C,1.69E-107,0.866295518,0.815,0.45,3.10E-103,Macro_FOLR2+APOE+,0.866295518
G6PC3,4.11E-107,0.325780955,0.496,0.202,7.57E-103,Macro_FOLR2+APOE+,0.325780955
GLB1,4.94E-107,0.949966221,0.626,0.282,9.10E-103,Macro_FOLR2+APOE+,0.949966221
ISOC2,1.08E-106,0.517285492,0.504,0.209,1.98E-102,Macro_FOLR2+APOE+,0.517285492
GSAP,2.60E-106,0.4514645,0.461,0.184,4.78E-102,Macro_FOLR2+APOE+,0.4514645
ATP6V1A,3.99E-106,0.605867977,0.557,0.246,7.35E-102,Macro_FOLR2+APOE+,0.605867977
ABCG1,3.76E-105,0.252125158,0.446,0.178,6.93E-101,Macro_FOLR2+APOE+,0.252125158
FAM50A,4.27E-105,0.38124152,0.638,0.295,7.86E-101,Macro_FOLR2+APOE+,0.38124152
PSME2,8.21E-105,0.925221206,0.965,0.708,1.51E-100,Macro_FOLR2+APOE+,0.925221206
CORO1B,1.90E-104,0.894543237,0.838,0.462,3.50E-100,Macro_FOLR2+APOE+,0.894543237
EPSTI1,5.35E-104,0.320649592,0.797,0.398,9.85E-100,Macro_FOLR2+APOE+,0.320649592
TEX264,5.64E-104,0.544745756,0.65,0.298,1.04E-99,Macro_FOLR2+APOE+,0.544745756
RCN1,2.24E-103,0.544988043,0.433,0.169,4.13E-99,Macro_FOLR2+APOE+,0.544988043
MCFD2,2.31E-103,0.480869676,0.489,0.198,4.26E-99,Macro_FOLR2+APOE+,0.480869676
ETFB,2.71E-103,0.724178146,0.631,0.298,4.99E-99,Macro_FOLR2+APOE+,0.724178146
COMMD4,4.69E-103,1.143688471,0.533,0.228,8.63E-99,Macro_FOLR2+APOE+,1.143688471
NAGK,1.15E-102,1.305410287,0.842,0.467,2.12E-98,Macro_FOLR2+APOE+,1.305410287
ATP6V1D,1.74E-102,0.174063653,0.551,0.239,3.20E-98,Macro_FOLR2+APOE+,0.174063653
SNX8,2.41E-102,0.840217593,0.503,0.21,4.43E-98,Macro_FOLR2+APOE+,0.840217593
NFKBIE,2.48E-102,0.492126679,0.446,0.184,4.57E-98,Macro_FOLR2+APOE+,0.492126679
PDE4DIP,3.12E-102,1.044620936,0.655,0.312,5.74E-98,Macro_FOLR2+APOE+,1.044620936
PDIA4,3.47E-102,0.356125946,0.663,0.311,6.39E-98,Macro_FOLR2+APOE+,0.356125946
TMBIM4,1.18E-101,0.747820854,0.644,0.322,2.18E-97,Macro_FOLR2+APOE+,0.747820854
ELOB,1.26E-101,0.321803448,0.746,0.388,2.33E-97,Macro_FOLR2+APOE+,0.321803448
MDH1,1.68E-101,0.742642891,0.74,0.375,3.09E-97,Macro_FOLR2+APOE+,0.742642891
MAFB,6.79E-101,0.584733371,0.935,0.584,1.25E-96,Macro_FOLR2+APOE+,0.584733371
MRPL40,7.87E-101,0.774554814,0.592,0.263,1.45E-96,Macro_FOLR2+APOE+,0.774554814
UROS,1.38E-100,0.463592198,0.48,0.196,2.53E-96,Macro_FOLR2+APOE+,0.463592198
TMEM208,1.84E-100,0.243251161,0.674,0.321,3.40E-96,Macro_FOLR2+APOE+,0.243251161
ZDHHC12,5.51E-100,0.396287072,0.574,0.253,1.02E-95,Macro_FOLR2+APOE+,0.396287072
MSR1,5.88E-100,1.822293702,0.758,0.37,1.08E-95,Macro_FOLR2+APOE+,1.822293702
EDEM2,6.06E-100,0.786579388,0.482,0.2,1.12E-95,Macro_FOLR2+APOE+,0.786579388
ATP2A2,7.95E-100,0.311203009,0.522,0.225,1.46E-95,Macro_FOLR2+APOE+,0.311203009
MICOS10,8.05E-100,0.304260812,0.452,0.196,1.48E-95,Macro_FOLR2+APOE+,0.304260812
HTATIP2,2.53E-99,0.651683687,0.621,0.282,4.66E-95,Macro_FOLR2+APOE+,0.651683687
ECH1,2.93E-99,0.619861309,0.6,0.279,5.40E-95,Macro_FOLR2+APOE+,0.619861309
MGST2,5.22E-99,0.761897495,0.7,0.349,9.62E-95,Macro_FOLR2+APOE+,0.761897495
HEBP1,1.31E-98,0.615248539,0.643,0.3,2.41E-94,Macro_FOLR2+APOE+,0.615248539
DTNBP1,1.41E-98,0.618724574,0.429,0.171,2.59E-94,Macro_FOLR2+APOE+,0.618724574
APOL6,1.50E-98,0.162521023,0.566,0.251,2.76E-94,Macro_FOLR2+APOE+,0.162521023
APMAP,5.35E-98,0.961341894,0.627,0.291,9.85E-94,Macro_FOLR2+APOE+,0.961341894
AXL,5.44E-98,1.483787538,0.603,0.271,1.00E-93,Macro_FOLR2+APOE+,1.483787538
GNS,7.32E-98,0.874341263,0.785,0.42,1.35E-93,Macro_FOLR2+APOE+,0.874341263
MYO5A,1.83E-97,0.418944737,0.463,0.192,3.36E-93,Macro_FOLR2+APOE+,0.418944737
TPMT,2.17E-97,0.152920188,0.5,0.212,4.00E-93,Macro_FOLR2+APOE+,0.152920188
SDS,2.32E-97,2.693731095,0.487,0.211,4.28E-93,Macro_FOLR2+APOE+,2.693731095
C1orf122,3.19E-97,0.429434174,0.499,0.212,5.88E-93,Macro_FOLR2+APOE+,0.429434174
CNIH4,3.58E-97,0.318898372,0.598,0.277,6.59E-93,Macro_FOLR2+APOE+,0.318898372
RPS20,4.67E-97,0.563571741,0.792,0.441,8.60E-93,Macro_FOLR2+APOE+,0.563571741
NDUFC2,1.20E-96,0.7743069,0.586,0.297,2.22E-92,Macro_FOLR2+APOE+,0.7743069
GUSB,1.46E-96,1.07038977,0.69,0.336,2.68E-92,Macro_FOLR2+APOE+,1.07038977
NDUFV3,1.65E-96,0.27802118,0.604,0.271,3.05E-92,Macro_FOLR2+APOE+,0.27802118
ARL4C,2.58E-96,0.392474677,0.65,0.323,4.75E-92,Macro_FOLR2+APOE+,0.392474677
DOK3,4.40E-96,0.730329116,0.521,0.22,8.11E-92,Macro_FOLR2+APOE+,0.730329116
FKBP15,5.16E-96,0.364130926,0.584,0.263,9.51E-92,Macro_FOLR2+APOE+,0.364130926
MGST3,8.26E-96,0.968600697,0.874,0.532,1.52E-91,Macro_FOLR2+APOE+,0.968600697
IQGAP2,1.26E-95,0.683012175,0.629,0.294,2.32E-91,Macro_FOLR2+APOE+,0.683012175
KIAA0930,1.39E-95,0.152136152,0.536,0.234,2.55E-91,Macro_FOLR2+APOE+,0.152136152
CHMP3,1.68E-95,0.538681559,0.516,0.225,3.10E-91,Macro_FOLR2+APOE+,0.538681559
VSIG4,5.04E-95,0.868880301,0.618,0.34,9.28E-91,Macro_FOLR2+APOE+,0.868880301
DRAM2,8.17E-95,0.706877907,0.746,0.38,1.51E-90,Macro_FOLR2+APOE+,0.706877907
STARD3,9.06E-95,0.482133723,0.53,0.234,1.67E-90,Macro_FOLR2+APOE+,0.482133723
PIGT,1.45E-94,0.37406923,0.612,0.282,2.68E-90,Macro_FOLR2+APOE+,0.37406923
IFI35,2.10E-94,0.311137577,0.696,0.336,3.87E-90,Macro_FOLR2+APOE+,0.311137577
MINK1,2.25E-94,0.180188972,0.464,0.199,4.15E-90,Macro_FOLR2+APOE+,0.180188972
RNF114,3.17E-94,0.418141403,0.727,0.36,5.83E-90,Macro_FOLR2+APOE+,0.418141403
ARL1,4.97E-94,0.67295655,0.43,0.175,9.15E-90,Macro_FOLR2+APOE+,0.67295655
ATP6V1H,5.27E-94,0.905949484,0.478,0.204,9.70E-90,Macro_FOLR2+APOE+,0.905949484
GGA1,2.00E-93,0.7659577,0.525,0.231,3.68E-89,Macro_FOLR2+APOE+,0.7659577
CD47,2.31E-93,0.584944768,0.761,0.412,4.25E-89,Macro_FOLR2+APOE+,0.584944768
CISD3,2.52E-93,0.452421901,0.631,0.296,4.64E-89,Macro_FOLR2+APOE+,0.452421901
NHLRC3,6.12E-93,0.187550267,0.448,0.183,1.13E-88,Macro_FOLR2+APOE+,0.187550267
TMEM127,7.29E-93,0.274165781,0.441,0.182,1.34E-88,Macro_FOLR2+APOE+,0.274165781
RHOQ,1.16E-92,0.300984117,0.501,0.214,2.14E-88,Macro_FOLR2+APOE+,0.300984117
NEK6,1.63E-92,0.959922235,0.519,0.231,3.01E-88,Macro_FOLR2+APOE+,0.959922235
TMEM147,3.18E-92,0.91056566,0.792,0.423,5.86E-88,Macro_FOLR2+APOE+,0.91056566
GSDMD,5.16E-92,0.602953397,0.62,0.292,9.50E-88,Macro_FOLR2+APOE+,0.602953397
LYSMD2,8.22E-92,0.314670684,0.613,0.281,1.51E-87,Macro_FOLR2+APOE+,0.314670684
OSTM1,9.12E-92,0.629297785,0.504,0.217,1.68E-87,Macro_FOLR2+APOE+,0.629297785
ATP6V1E1,1.61E-91,0.851640786,0.661,0.322,2.97E-87,Macro_FOLR2+APOE+,0.851640786
GIMAP1,2.13E-91,0.213280091,0.568,0.257,3.92E-87,Macro_FOLR2+APOE+,0.213280091
ITPR2,2.97E-91,0.305923964,0.575,0.269,5.47E-87,Macro_FOLR2+APOE+,0.305923964
SLC43A3,3.84E-91,1.334739347,0.522,0.234,7.07E-87,Macro_FOLR2+APOE+,1.334739347
ARHGAP18,3.84E-91,0.627344068,0.84,0.466,7.07E-87,Macro_FOLR2+APOE+,0.627344068
ALG5,5.18E-91,0.572192767,0.456,0.192,9.54E-87,Macro_FOLR2+APOE+,0.572192767
UQCC2,6.85E-91,0.381342686,0.643,0.301,1.26E-86,Macro_FOLR2+APOE+,0.381342686
ADAP2,9.03E-91,1.069473228,0.81,0.434,1.66E-86,Macro_FOLR2+APOE+,1.069473228
TRAPPC2L,1.04E-90,0.366566082,0.572,0.261,1.91E-86,Macro_FOLR2+APOE+,0.366566082
LRP10,1.61E-90,0.423596967,0.6,0.286,2.96E-86,Macro_FOLR2+APOE+,0.423596967
DICER1,3.94E-90,0.191655884,0.571,0.261,7.26E-86,Macro_FOLR2+APOE+,0.191655884
PLXNC1,9.03E-90,0.294537355,0.526,0.238,1.66E-85,Macro_FOLR2+APOE+,0.294537355
ADH5,1.06E-89,0.869981208,0.521,0.233,1.95E-85,Macro_FOLR2+APOE+,0.869981208
PDZD11,1.19E-89,0.489559344,0.426,0.176,2.19E-85,Macro_FOLR2+APOE+,0.489559344
CDK4,1.95E-89,0.975530071,0.51,0.223,3.59E-85,Macro_FOLR2+APOE+,0.975530071
SNX6,2.44E-89,0.614886294,0.866,0.506,4.49E-85,Macro_FOLR2+APOE+,0.614886294
USF2,3.19E-89,0.161917472,0.685,0.336,5.88E-85,Macro_FOLR2+APOE+,0.161917472
MS4A7,4.80E-89,1.122909253,0.948,0.654,8.83E-85,Macro_FOLR2+APOE+,1.122909253
PSMB5,7.84E-89,0.445232379,0.64,0.306,1.44E-84,Macro_FOLR2+APOE+,0.445232379
HLA-F,2.84E-88,0.576177864,0.857,0.505,5.22E-84,Macro_FOLR2+APOE+,0.576177864
RPL27A,4.93E-88,0.48414148,0.796,0.454,9.08E-84,Macro_FOLR2+APOE+,0.48414148
SLC1A3,8.85E-88,1.028909601,0.717,0.352,1.63E-83,Macro_FOLR2+APOE+,1.028909601
SARAF,1.27E-87,0.277935146,0.766,0.418,2.35E-83,Macro_FOLR2+APOE+,0.277935146
DPP7,2.35E-87,1.003208696,0.888,0.547,4.33E-83,Macro_FOLR2+APOE+,1.003208696
SRD5A3,3.06E-87,0.199068876,0.429,0.178,5.64E-83,Macro_FOLR2+APOE+,0.199068876
AP1B1,4.65E-87,0.531942131,0.747,0.383,8.57E-83,Macro_FOLR2+APOE+,0.531942131
TCEAL4,5.42E-87,0.896628721,0.585,0.271,9.99E-83,Macro_FOLR2+APOE+,0.896628721
IFI6,6.27E-87,0.418886776,0.836,0.478,1.15E-82,Macro_FOLR2+APOE+,0.418886776
ISCA2,8.69E-87,0.278173477,0.475,0.204,1.60E-82,Macro_FOLR2+APOE+,0.278173477
TM2D2,8.81E-87,0.883171507,0.451,0.194,1.62E-82,Macro_FOLR2+APOE+,0.883171507
ABHD2,9.42E-87,0.898914905,0.515,0.233,1.73E-82,Macro_FOLR2+APOE+,0.898914905
GSN,1.77E-86,0.907480521,0.939,0.625,3.26E-82,Macro_FOLR2+APOE+,0.907480521
FRMD4B,2.10E-86,0.609783964,0.593,0.276,3.88E-82,Macro_FOLR2+APOE+,0.609783964
RNASE1,3.26E-86,0.903562054,0.548,0.264,6.00E-82,Macro_FOLR2+APOE+,0.903562054
BCL2L1,3.40E-86,0.512125468,0.484,0.211,6.27E-82,Macro_FOLR2+APOE+,0.512125468
GAS6,3.46E-86,0.163963961,0.456,0.2,6.38E-82,Macro_FOLR2+APOE+,0.163963961
RAB1A,3.49E-86,0.943679027,0.743,0.386,6.44E-82,Macro_FOLR2+APOE+,0.943679027
IFNAR1,4.78E-86,0.364451609,0.631,0.304,8.80E-82,Macro_FOLR2+APOE+,0.364451609
ISCU,5.06E-86,0.799711696,0.863,0.528,9.32E-82,Macro_FOLR2+APOE+,0.799711696
CHID1,5.59E-86,0.497369458,0.466,0.2,1.03E-81,Macro_FOLR2+APOE+,0.497369458
DERL1,9.16E-86,0.359896081,0.571,0.265,1.69E-81,Macro_FOLR2+APOE+,0.359896081
LARP1,9.78E-86,0.329846486,0.469,0.205,1.80E-81,Macro_FOLR2+APOE+,0.329846486
CLN8,1.59E-85,0.643519439,0.511,0.228,2.92E-81,Macro_FOLR2+APOE+,0.643519439
CD4,3.16E-85,0.7340919,0.879,0.529,5.82E-81,Macro_FOLR2+APOE+,0.7340919
CLTA,4.02E-85,0.674086556,0.929,0.641,7.39E-81,Macro_FOLR2+APOE+,0.674086556
ABI3,4.18E-85,0.789660437,0.741,0.383,7.70E-81,Macro_FOLR2+APOE+,0.789660437
RAC1,5.42E-85,0.684099594,0.933,0.681,9.99E-81,Macro_FOLR2+APOE+,0.684099594
CHST11,6.54E-85,0.154091011,0.574,0.269,1.20E-80,Macro_FOLR2+APOE+,0.154091011
RBM47,6.55E-85,0.918897615,0.683,0.349,1.21E-80,Macro_FOLR2+APOE+,0.918897615
DNPEP,1.59E-84,0.160586206,0.489,0.215,2.93E-80,Macro_FOLR2+APOE+,0.160586206
MPC1,6.04E-84,0.825221017,0.635,0.308,1.11E-79,Macro_FOLR2+APOE+,0.825221017
NFIC,1.08E-83,0.686327427,0.603,0.286,2.00E-79,Macro_FOLR2+APOE+,0.686327427
ECHS1,4.96E-83,0.676537858,0.699,0.36,9.14E-79,Macro_FOLR2+APOE+,0.676537858
TMC6,4.97E-83,0.520929653,0.489,0.219,9.16E-79,Macro_FOLR2+APOE+,0.520929653
FCGR1B,5.26E-83,0.914655267,0.46,0.197,9.69E-79,Macro_FOLR2+APOE+,0.914655267
GSTO1,5.28E-83,0.901805888,0.911,0.611,9.73E-79,Macro_FOLR2+APOE+,0.901805888
PSMD14,6.78E-83,0.619935098,0.477,0.211,1.25E-78,Macro_FOLR2+APOE+,0.619935098
MRPS7,1.44E-82,0.45635673,0.621,0.301,2.66E-78,Macro_FOLR2+APOE+,0.45635673
SLC25A24,1.60E-82,0.47237596,0.481,0.218,2.94E-78,Macro_FOLR2+APOE+,0.47237596
FNIP2,2.59E-82,0.738040465,0.473,0.214,4.78E-78,Macro_FOLR2+APOE+,0.738040465
GTF3C6,6.50E-82,0.265256976,0.701,0.362,1.20E-77,Macro_FOLR2+APOE+,0.265256976
RNF135,7.59E-82,0.653244415,0.516,0.23,1.40E-77,Macro_FOLR2+APOE+,0.653244415
CCL4,8.53E-82,2.429218976,0.571,0.302,1.57E-77,Macro_FOLR2+APOE+,2.429218976
MVP,1.78E-81,0.458137827,0.72,0.364,3.27E-77,Macro_FOLR2+APOE+,0.458137827
YIF1A,3.13E-81,0.664318077,0.589,0.276,5.76E-77,Macro_FOLR2+APOE+,0.664318077
MT-ND2,3.16E-81,0.746190068,0.825,0.554,5.82E-77,Macro_FOLR2+APOE+,0.746190068
MTMR14,3.65E-81,0.538362494,0.621,0.301,6.73E-77,Macro_FOLR2+APOE+,0.538362494
MS4A6A,4.95E-81,0.879135756,0.964,0.708,9.11E-77,Macro_FOLR2+APOE+,0.879135756
IFI30,2.63E-80,1.816058301,0.853,0.56,4.84E-76,Macro_FOLR2+APOE+,1.816058301
HAGH,6.14E-80,0.334071568,0.518,0.238,1.13E-75,Macro_FOLR2+APOE+,0.334071568
IER3IP1,6.87E-80,0.348090029,0.457,0.204,1.26E-75,Macro_FOLR2+APOE+,0.348090029
RAB18,8.02E-80,0.804709194,0.577,0.272,1.48E-75,Macro_FOLR2+APOE+,0.804709194
STX4,1.37E-79,0.398885471,0.612,0.304,2.53E-75,Macro_FOLR2+APOE+,0.398885471
SCIMP,2.07E-79,0.497667156,0.572,0.269,3.81E-75,Macro_FOLR2+APOE+,0.497667156
PSMA2,2.27E-79,0.327387549,0.477,0.217,4.19E-75,Macro_FOLR2+APOE+,0.327387549
NAAA,2.43E-79,0.70942018,0.698,0.358,4.48E-75,Macro_FOLR2+APOE+,0.70942018
RAB32,2.74E-79,0.483932567,0.715,0.365,5.04E-75,Macro_FOLR2+APOE+,0.483932567
CD151,4.86E-79,0.192218861,0.663,0.328,8.95E-75,Macro_FOLR2+APOE+,0.192218861
SNF8,1.55E-78,0.221825142,0.597,0.285,2.85E-74,Macro_FOLR2+APOE+,0.221825142
ZCRB1,1.99E-78,0.550190327,0.564,0.264,3.66E-74,Macro_FOLR2+APOE+,0.550190327
