p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength
0,1.038687534,0.448,0.147,0,PVL Differentiated s3,RASD1,subset,1.038687534
0,1.038630054,0.471,0.037,0,PVL Differentiated s3,SLIT3,subset,1.038630054
0,1.034590997,0.484,0.025,0,PVL Differentiated s3,RCAN2,subset,1.034590997
0,1.033317603,0.478,0.096,0,PVL Differentiated s3,SDC2,subset,1.033317603
0,1.020947731,0.881,0.538,0,PVL Differentiated s3,S100A4,subset,1.020947731
0,1.020354809,0.4,0.094,0,PVL Differentiated s3,SNCG,subset,1.020354809
0,1.017652904,0.423,0.102,0,PVL Differentiated s3,ANGPTL4,subset,1.017652904
0,1.016922214,0.531,0.141,0,PVL Differentiated s3,NR2F2,subset,1.016922214
0,1.016466205,0.508,0.114,0,PVL Differentiated s3,COL4A2,subset,1.016466205
0,1.014174043,0.566,0.183,0,PVL Differentiated s3,HES4,subset,1.014174043
0,1.010062685,0.494,0.069,0,PVL Differentiated s3,MSRB3,subset,1.010062685
0,1.001337677,0.454,0.066,0,PVL Differentiated s3,SMOC2,subset,1.001337677
0,0.998642592,0.318,0.026,0,PVL Differentiated s3,ACTG2,subset,0.998642592
0,0.991129568,0.402,0.017,0,PVL Differentiated s3,TBX2,subset,0.991129568
0,0.985951301,0.736,0.401,0,PVL Differentiated s3,CD151,subset,0.985951301
0,0.983553576,0.36,0.045,0,PVL Differentiated s3,C2orf40,subset,0.983553576
0,0.982427876,0.519,0.132,0,PVL Differentiated s3,EPS8,subset,0.982427876
0,0.980569937,0.324,0.027,0,PVL Differentiated s3,HSPB6,subset,0.980569937
0,0.978666981,0.78,0.347,0,PVL Differentiated s3,CRIP2,subset,0.978666981
0,0.974568964,0.609,0.283,0,PVL Differentiated s3,LPP,subset,0.974568964
0,0.96963574,0.474,0.077,0,PVL Differentiated s3,GPRC5C,subset,0.96963574
0,0.955545743,0.479,0.076,0,PVL Differentiated s3,GUCY1A3,subset,0.955545743
0,0.953536534,0.845,0.218,0,PVL Differentiated s3,SPARC,subset,0.953536534
0,0.947637885,0.505,0.098,0,PVL Differentiated s3,EHD2,subset,0.947637885
0,0.944518564,0.428,0.066,0,PVL Differentiated s3,FHL1,subset,0.944518564
0,0.944241032,0.668,0.279,0,PVL Differentiated s3,CNN3,subset,0.944241032
0,0.941420483,0.373,0.057,0,PVL Differentiated s3,PDGFA,subset,0.941420483
0,0.935185561,0.788,0.44,0,PVL Differentiated s3,SELM,subset,0.935185561
0,0.927709724,0.577,0.255,0,PVL Differentiated s3,NUDT4,subset,0.927709724
0,0.916078768,0.449,0.051,0,PVL Differentiated s3,COL14A1,subset,0.916078768
0,0.915182636,0.601,0.298,0,PVL Differentiated s3,YBX3,subset,0.915182636
0,0.911735322,0.457,0.115,0,PVL Differentiated s3,PDLIM3,subset,0.911735322
0,0.910493512,0.475,0.088,0,PVL Differentiated s3,PLS3,subset,0.910493512
0,0.899541924,0.888,0.762,0,PVL Differentiated s3,JUN,subset,0.899541924
0,0.899468863,0.481,0.117,0,PVL Differentiated s3,TGFBI,subset,0.899468863
0,0.898123493,0.305,0.005,0,PVL Differentiated s3,OR51E1,subset,0.898123493
0,0.896745355,0.344,0.056,0,PVL Differentiated s3,ADAMTS4,subset,0.896745355
0,0.896463965,0.417,0.018,0,PVL Differentiated s3,RASL12,subset,0.896463965
0,0.891084262,0.427,0.041,0,PVL Differentiated s3,GUCY1B3,subset,0.891084262
0,0.890752136,0.577,0.296,0,PVL Differentiated s3,MYC,subset,0.890752136
0,0.882212163,0.636,0.328,0,PVL Differentiated s3,HCFC1R1,subset,0.882212163
0,0.881763072,0.755,0.428,0,PVL Differentiated s3,TIMP1,subset,0.881763072
0,0.879647276,0.566,0.243,0,PVL Differentiated s3,UBA2,subset,0.879647276
0,0.879405947,0.392,0.014,0,PVL Differentiated s3,LGI4,subset,0.879405947
0,0.877519117,0.591,0.131,0,PVL Differentiated s3,SERPINF1,subset,0.877519117
0,0.863663479,0.6,0.315,0,PVL Differentiated s3,PHLDA1,subset,0.863663479
0,0.861782178,0.628,0.307,0,PVL Differentiated s3,PPP1R12A,subset,0.861782178
0,0.851312461,0.506,0.154,0,PVL Differentiated s3,RBPMS,subset,0.851312461
0,0.842262458,0.573,0.291,0,PVL Differentiated s3,ILK,subset,0.842262458
0,0.842007733,0.41,0.092,0,PVL Differentiated s3,COL4A1,subset,0.842007733
0,0.840752992,0.422,0.069,0,PVL Differentiated s3,TNS1,subset,0.840752992
0,0.838146253,0.533,0.079,0,PVL Differentiated s3,ESAM,subset,0.838146253
0,0.826800497,0.408,0.096,0,PVL Differentiated s3,ZFHX3,subset,0.826800497
0,0.823746958,0.423,0.069,0,PVL Differentiated s3,RASL11A,subset,0.823746958
0,0.823745217,0.496,0.171,0,PVL Differentiated s3,MGLL,subset,0.823745217
0,0.822920175,0.812,0.361,0,PVL Differentiated s3,GSN,subset,0.822920175
0,0.821721932,0.66,0.418,0,PVL Differentiated s3,ATF3,subset,0.821721932
0,0.820766066,0.416,0.085,0,PVL Differentiated s3,COX7A1,subset,0.820766066
0,0.818834514,0.478,0.161,0,PVL Differentiated s3,PKIG,subset,0.818834514
0,0.816930352,0.642,0.358,0,PVL Differentiated s3,CYB5R3,subset,0.816930352
0,0.816187089,0.346,0.042,0,PVL Differentiated s3,SERPINI1,subset,0.816187089
0,0.813261018,0.258,0.015,0,PVL Differentiated s3,EGFL6,subset,0.813261018
0,0.81242615,0.477,0.164,0,PVL Differentiated s3,PDLIM7,subset,0.81242615
0,0.810034251,0.577,0.204,0,PVL Differentiated s3,EFHD1,subset,0.810034251
0,0.806930801,0.361,0.021,0,PVL Differentiated s3,MRGPRF,subset,0.806930801
0,0.799268442,0.461,0.164,0,PVL Differentiated s3,GEM,subset,0.799268442
0,0.794638048,0.373,0.047,0,PVL Differentiated s3,ANGPT2,subset,0.794638048
0,0.788275522,0.428,0.061,0,PVL Differentiated s3,EBF1,subset,0.788275522
0,0.78769908,0.469,0.103,0,PVL Differentiated s3,PCOLCE,subset,0.78769908
0,0.78766082,0.384,0.081,0,PVL Differentiated s3,C9orf3,subset,0.78766082
0,0.787422512,0.32,0.06,0,PVL Differentiated s3,HSPB8,subset,0.787422512
0,0.787002534,0.362,0.046,0,PVL Differentiated s3,SYNPO2,subset,0.787002534
0,0.784669944,0.365,0.034,0,PVL Differentiated s3,FILIP1,subset,0.784669944
0,0.780429125,0.567,0.341,0,PVL Differentiated s3,ACTN4,subset,0.780429125
0,0.773414347,0.909,0.531,0,PVL Differentiated s3,LGALS1,subset,0.773414347
0,0.769123864,0.391,0.061,0,PVL Differentiated s3,KANK2,subset,0.769123864
0,0.76781261,0.636,0.369,0,PVL Differentiated s3,SOCS3,subset,0.76781261
0,0.765939518,0.718,0.464,0,PVL Differentiated s3,ITGB1,subset,0.765939518
0,0.764780183,0.585,0.307,0,PVL Differentiated s3,CRTAP,subset,0.764780183
0,0.76470124,0.282,0.047,0,PVL Differentiated s3,ID4,subset,0.76470124
0,0.764458398,0.296,0.016,0,PVL Differentiated s3,ENPEP,subset,0.764458398
0,0.764159969,0.616,0.302,0,PVL Differentiated s3,STOM,subset,0.764159969
0,0.763820439,0.332,0.026,0,PVL Differentiated s3,CCDC3,subset,0.763820439
0,0.761838694,0.338,0.01,0,PVL Differentiated s3,CDH6,subset,0.761838694
0,0.7600666,0.325,0.017,0,PVL Differentiated s3,FOXS1,subset,0.7600666
0,0.758967311,0.568,0.28,0,PVL Differentiated s3,ACTN1,subset,0.758967311
0,0.757537426,0.325,0.011,0,PVL Differentiated s3,TBX2-AS1,subset,0.757537426
0,0.756223826,0.636,0.375,0,PVL Differentiated s3,ARPC1A,subset,0.756223826
0,0.755094615,0.311,0.017,0,PVL Differentiated s3,CARMN,subset,0.755094615
0,0.750476475,0.364,0.065,0,PVL Differentiated s3,PPP1R12B,subset,0.750476475
0,0.74571542,0.323,0.012,0,PVL Differentiated s3,RBPMS2,subset,0.74571542
0,0.744479977,0.891,0.782,0,PVL Differentiated s3,FOS,subset,0.744479977
0,0.740681168,0.347,0.028,0,PVL Differentiated s3,AOC3,subset,0.740681168
3.68E-172,0.740182531,0.469,0.31,1.09E-167,PVL Differentiated s3,MT1X,subset,0.740182531
0,0.738406173,0.421,0.071,0,PVL Differentiated s3,PRRX1,subset,0.738406173
0,0.738099547,0.914,0.783,0,PVL Differentiated s3,CALM2,subset,0.738099547
0,0.734852026,0.465,0.181,0,PVL Differentiated s3,SORBS3,subset,0.734852026
0,0.73001553,0.313,0.042,0,PVL Differentiated s3,NEXN,subset,0.73001553
0,0.728659775,0.3,0.027,0,PVL Differentiated s3,KCNMB1,subset,0.728659775
0,0.725182569,0.744,0.49,0,PVL Differentiated s3,RHOB,subset,0.725182569
0,0.722076209,0.347,0.022,0,PVL Differentiated s3,MRVI1,subset,0.722076209
0,0.721682345,0.478,0.178,0,PVL Differentiated s3,PALLD,subset,0.721682345
0,0.713611049,0.713,0.302,0,PVL Differentiated s3,IGFBP4,subset,0.713611049
1.33E-277,0.712504276,0.668,0.459,3.96E-273,PVL Differentiated s3,NR4A1,subset,0.712504276
0,0.711450746,0.325,0.014,0,PVL Differentiated s3,HEYL,subset,0.711450746
0,0.702906809,0.426,0.123,0,PVL Differentiated s3,NDRG2,subset,0.702906809
0,0.696687823,0.301,0.003,0,PVL Differentiated s3,SGCA,subset,0.696687823
0,0.695485065,0.881,0.617,0,PVL Differentiated s3,HSPB1,subset,0.695485065
0,0.693318441,0.235,0.026,0,PVL Differentiated s3,RRAD,subset,0.693318441
0,0.686163077,0.694,0.49,0,PVL Differentiated s3,ARPC5,subset,0.686163077
0,0.684457922,0.394,0.127,0,PVL Differentiated s3,CLMN,subset,0.684457922
0,0.682210309,0.318,0.032,0,PVL Differentiated s3,PARM1,subset,0.682210309
0,0.679291821,0.58,0.322,0,PVL Differentiated s3,CYSTM1,subset,0.679291821
0,0.676973693,0.299,0.006,0,PVL Differentiated s3,FHL5,subset,0.676973693
0,0.6737579,0.376,0.093,0,PVL Differentiated s3,VASN,subset,0.6737579
0,0.669905937,0.327,0.059,0,PVL Differentiated s3,AXL,subset,0.669905937
0,0.667600234,0.493,0.189,0,PVL Differentiated s3,NNMT,subset,0.667600234
4.22E-197,0.656600127,0.154,0.03,1.25E-192,PVL Differentiated s3,CCL8,subset,0.656600127
0,0.655710704,0.334,0.086,0,PVL Differentiated s3,FADS3,subset,0.655710704
0,0.652639857,0.305,0.037,0,PVL Differentiated s3,OLFML2A,subset,0.652639857
0,0.651498735,0.592,0.129,0,PVL Differentiated s3,COL6A2,subset,0.651498735
0,0.651026485,0.318,0.031,0,PVL Differentiated s3,EGFLAM,subset,0.651026485
0,0.645782706,0.325,0.058,0,PVL Differentiated s3,PHLDB2,subset,0.645782706
0,0.645262264,0.479,0.191,0,PVL Differentiated s3,ARHGAP29,subset,0.645262264
0,0.640426805,0.282,0.006,0,PVL Differentiated s3,KCNAB1,subset,0.640426805
9.10E-170,0.638570404,0.16,0.042,2.71E-165,PVL Differentiated s3,IL6,subset,0.638570404
0,0.63364973,0.591,0.289,0,PVL Differentiated s3,PDLIM1,subset,0.63364973
0,0.630453447,0.326,0.069,0,PVL Differentiated s3,ITGA1,subset,0.630453447
0,0.629703135,0.245,0.008,0,PVL Differentiated s3,AVPR1A,subset,0.629703135
5.17E-165,0.629455361,0.467,0.27,1.54E-160,PVL Differentiated s3,CRIP1,subset,0.629455361
0,0.629096367,0.342,0.112,0,PVL Differentiated s3,MYO1B,subset,0.629096367
0,0.624564818,0.276,0.011,0,PVL Differentiated s3,ITGA7,subset,0.624564818
0,0.624534491,0.397,0.168,0,PVL Differentiated s3,MOB2,subset,0.624534491
0,0.62418312,0.571,0.273,0,PVL Differentiated s3,SERPINH1,subset,0.62418312
0,0.623127986,0.292,0.038,0,PVL Differentiated s3,KCNE4,subset,0.623127986
0,0.621559342,0.852,0.607,0,PVL Differentiated s3,IFITM2,subset,0.621559342
0,0.616964423,0.553,0.316,0,PVL Differentiated s3,ESD,subset,0.616964423
0,0.615553765,0.28,0.05,0,PVL Differentiated s3,LTBP1,subset,0.615553765
0,0.614208332,0.338,0.108,0,PVL Differentiated s3,INAFM1,subset,0.614208332
1.51E-258,0.612758886,0.3,0.146,4.48E-254,PVL Differentiated s3,UACA,subset,0.612758886
0,0.612335752,0.3,0.064,0,PVL Differentiated s3,OLFML2B,subset,0.612335752
0,0.611212792,0.69,0.44,0,PVL Differentiated s3,PTMS,subset,0.611212792
0,0.610358603,0.262,0.024,0,PVL Differentiated s3,GPR4,subset,0.610358603
0,0.608248168,0.274,0.019,0,PVL Differentiated s3,GJC1,subset,0.608248168
0,0.606418713,0.271,0.005,0,PVL Differentiated s3,NRIP2,subset,0.606418713
1.52E-303,0.605560836,0.699,0.458,4.51E-299,PVL Differentiated s3,TUBA1A,subset,0.605560836
0,0.60266521,0.803,0.62,0,PVL Differentiated s3,C12orf57,subset,0.60266521
0,0.601059982,0.713,0.525,0,PVL Differentiated s3,TPM4,subset,0.601059982
0,0.600241982,0.408,0.155,0,PVL Differentiated s3,FBXO32,subset,0.600241982
0,0.599169022,0.289,0.023,0,PVL Differentiated s3,HEY2,subset,0.599169022
0,0.597831735,0.555,0.339,0,PVL Differentiated s3,ROCK1,subset,0.597831735
0.00E+00,0.596185009,0.28,0.081,1.96E-304,PVL Differentiated s3,CPM,subset,0.596185009
0,0.59117562,0.71,0.49,0,PVL Differentiated s3,EID1,subset,0.59117562
4.57E-250,0.586410679,0.418,0.234,1.36E-245,PVL Differentiated s3,RSU1,subset,0.586410679
0,0.585382411,0.295,0.066,0,PVL Differentiated s3,CHN1,subset,0.585382411
0,0.583509207,0.278,0.045,0,PVL Differentiated s3,KLHL23,subset,0.583509207
0,0.582552552,0.745,0.508,0,PVL Differentiated s3,SH3BGRL,subset,0.582552552
3.87730298436186e-313,0.581961705,0.603,0.411,0.00E+00,PVL Differentiated s3,SBDS,subset,0.581961705
8.40E-178,0.578814161,0.394,0.231,2.50E-173,PVL Differentiated s3,HES1,subset,0.578814161
0,0.577347527,0.253,0.022,0,PVL Differentiated s3,ITIH5,subset,0.577347527
0,0.575840222,0.262,0.016,0,PVL Differentiated s3,FAM162B,subset,0.575840222
0,0.575044825,0.433,0.08,0,PVL Differentiated s3,AEBP1,subset,0.575044825
0,0.567429088,0.281,0.047,0,PVL Differentiated s3,NDN,subset,0.567429088
0,0.567018325,0.325,0.119,0,PVL Differentiated s3,FBLIM1,subset,0.567018325
0,0.563859639,0.37,0.151,0,PVL Differentiated s3,VCL,subset,0.563859639
1.59E-290,0.563785884,0.387,0.172,4.72E-286,PVL Differentiated s3,KLF9,subset,0.563785884
5.64E-271,0.561857295,0.535,0.326,1.68E-266,PVL Differentiated s3,MTHFD2,subset,0.561857295
5.79E-273,0.56178709,0.705,0.466,1.72E-268,PVL Differentiated s3,CD59,subset,0.56178709
1.50640615416996e-320,0.559752503,0.285,0.109,4.47899741819354e-316,PVL Differentiated s3,CRIM1,subset,0.559752503
0,0.559292031,0.274,0.039,0,PVL Differentiated s3,ARHGEF17,subset,0.559292031
0,0.557434298,0.239,0.013,0,PVL Differentiated s3,CSPG4,subset,0.557434298
0,0.557236133,0.284,0.027,0,PVL Differentiated s3,PDE5A,subset,0.557236133
0,0.554325309,0.246,0.027,0,PVL Differentiated s3,SSTR2,subset,0.554325309
2.45E-279,0.552438911,0.475,0.272,7.29E-275,PVL Differentiated s3,TLN1,subset,0.552438911
0,0.549559771,0.224,0.006,0,PVL Differentiated s3,NGF,subset,0.549559771
2.95E-267,0.548754291,0.398,0.151,8.76E-263,PVL Differentiated s3,ID1,subset,0.548754291
3.86E-295,0.543949704,0.778,0.53,1.15E-290,PVL Differentiated s3,LAPTM4A,subset,0.543949704
0,0.543728323,0.269,0.033,0,PVL Differentiated s3,NEURL1B,subset,0.543728323
0,0.542651727,0.285,0.062,0,PVL Differentiated s3,APOLD1,subset,0.542651727
1.04E-259,0.537662344,0.44,0.267,3.10E-255,PVL Differentiated s3,PDLIM5,subset,0.537662344
6.2444355423051e-310,0.535830936,0.335,0.16,1.86E-305,PVL Differentiated s3,AK1,subset,0.535830936
9.78E-192,0.534296557,0.479,0.281,2.91E-187,PVL Differentiated s3,LGALS3BP,subset,0.534296557
7.08E-248,0.534125509,0.446,0.212,2.11E-243,PVL Differentiated s3,TACC1,subset,0.534125509
0,0.533311688,0.289,0.076,0,PVL Differentiated s3,SMTN,subset,0.533311688
0,0.53099065,0.329,0.106,0,PVL Differentiated s3,RERG,subset,0.53099065
0,0.529112829,0.245,0.046,0,PVL Differentiated s3,CD248,subset,0.529112829
4.47E-255,0.528665002,0.415,0.234,1.33E-250,PVL Differentiated s3,TSPAN3,subset,0.528665002
0,0.525975227,0.244,0.016,0,PVL Differentiated s3,NFASC,subset,0.525975227
0,0.525135214,0.266,0.048,0,PVL Differentiated s3,LRRC32,subset,0.525135214
0,0.523030393,0.313,0.08,0,PVL Differentiated s3,DLC1,subset,0.523030393
7.68E-261,0.521817147,0.341,0.115,2.28E-256,PVL Differentiated s3,C1R,subset,0.521817147
6.06E-254,0.521386213,0.515,0.287,1.80E-249,PVL Differentiated s3,ANXA6,subset,0.521386213
0,0.520627393,0.316,0.088,0,PVL Differentiated s3,ARHGAP10,subset,0.520627393
0,0.519197977,0.231,0.012,0,PVL Differentiated s3,ATP1B2,subset,0.519197977
5.22E-266,0.517043643,0.36,0.134,1.55E-261,PVL Differentiated s3,GAS6,subset,0.517043643
0,0.51450209,0.282,0.055,0,PVL Differentiated s3,AKAP12,subset,0.51450209
0,0.511252175,0.244,0.013,0,PVL Differentiated s3,ANGPT1,subset,0.511252175
0,0.510874803,0.245,0.047,0,PVL Differentiated s3,ADCY3,subset,0.510874803
0,0.507080797,0.34,0.12,0,PVL Differentiated s3,FERMT2,subset,0.507080797
3.23E-283,0.505563756,0.342,0.107,9.59E-279,PVL Differentiated s3,TFPI,subset,0.505563756
1.39E-188,0.504907427,0.185,0.059,4.14E-184,PVL Differentiated s3,STEAP4,subset,0.504907427
2.20E-258,0.504716386,0.513,0.319,6.54E-254,PVL Differentiated s3,LEPROT,subset,0.504716386
1.55E-208,0.503996267,0.484,0.314,4.61E-204,PVL Differentiated s3,TUBA1C,subset,0.503996267
5.63E-167,0.501960401,0.393,0.252,1.67E-162,PVL Differentiated s3,CHURC1,subset,0.501960401
4.20E-277,0.500843796,0.776,0.59,1.25E-272,PVL Differentiated s3,SEPW1,subset,0.500843796
0,0.500024933,0.224,0.007,0,PVL Differentiated s3,PDE3A,subset,0.500024933
0,3.418452534,0.955,0.06,0,PVL_Immature s2,RGS5,subset,3.418452534
0,2.626689969,0.923,0.069,0,PVL_Immature s2,NDUFA4L2,subset,2.626689969
0,2.225106825,0.821,0.134,0,PVL_Immature s2,COL18A1,subset,2.225106825
0,2.207325644,0.987,0.288,0,PVL_Immature s2,IGFBP7,subset,2.207325644
0,2.195251249,0.787,0.089,0,PVL_Immature s2,THY1,subset,2.195251249
0,2.04804064,0.978,0.234,0,PVL_Immature s2,SPARC,subset,2.04804064
0,2.045919204,0.868,0.137,0,PVL_Immature s2,LHFP,subset,2.045919204
0,2.022007325,0.824,0.113,0,PVL_Immature s2,CPE,subset,2.022007325
0,1.989362566,0.717,0.098,0,PVL_Immature s2,COL4A1,subset,1.989362566
0,1.951752824,0.76,0.025,0,PVL_Immature s2,HIGD1B,subset,1.951752824
0,1.950916583,0.803,0.123,0,PVL_Immature s2,COL4A2,subset,1.950916583
0,1.948574078,0.888,0.436,0,PVL_Immature s2,TIMP1,subset,1.948574078
0,1.905304028,0.787,0.077,0,PVL_Immature s2,PDGFRB,subset,1.905304028
0,1.8202964,0.713,0.031,0,PVL_Immature s2,COX4I2,subset,1.8202964
0,1.802656785,0.912,0.269,0,PVL_Immature s2,CALD1,subset,1.802656785
0,1.802053801,0.847,0.135,0,PVL_Immature s2,BGN,subset,1.802053801
0,1.800600925,0.788,0.109,0,PVL_Immature s2,NOTCH3,subset,1.800600925
0,1.702676774,0.775,0.141,0,PVL_Immature s2,COL6A2,subset,1.702676774
0,1.661522923,0.95,0.215,0,PVL_Immature s2,SPARCL1,subset,1.661522923
5.70E-250,1.627335474,0.501,0.071,1.69E-245,PVL_Immature s2,CD36,subset,1.627335474
0,1.541789651,0.745,0.112,0,PVL_Immature s2,PCOLCE,subset,1.541789651
0,1.532903981,0.611,0.055,0,PVL_Immature s2,PLXDC1,subset,1.532903981
0,1.522879728,0.611,0.054,0,PVL_Immature s2,TPPP3,subset,1.522879728
0,1.52152122,0.688,0.052,0,PVL_Immature s2,GJA4,subset,1.52152122
0,1.513048513,0.675,0.069,0,PVL_Immature s2,4-Sep,subset,1.513048513
0,1.498410245,0.805,0.181,0,PVL_Immature s2,MFGE8,subset,1.498410245
0,1.496375181,0.699,0.116,0,PVL_Immature s2,MYO1B,subset,1.496375181
8.97E-274,1.490527868,0.633,0.118,2.67E-269,PVL_Immature s2,PTP4A3,subset,1.490527868
0,1.478498309,0.838,0.242,0,PVL_Immature s2,SERPING1,subset,1.478498309
0,1.467908028,0.84,0.193,0,PVL_Immature s2,A2M,subset,1.467908028
0,1.466434326,0.626,0.028,0,PVL_Immature s2,KCNJ8,subset,1.466434326
0,1.462832405,0.587,0.02,0,PVL_Immature s2,FAM162B,subset,1.462832405
0,1.460659707,0.856,0.212,0,PVL_Immature s2,MYL9,subset,1.460659707
0,1.444776504,0.612,0.148,0,PVL_Immature s2,UACA,subset,1.444776504
0,1.434550838,0.536,0.06,0,PVL_Immature s2,STEAP4,subset,1.434550838
0,1.41700826,0.653,0.077,0,PVL_Immature s2,FRZB,subset,1.41700826
0,1.412875609,0.98,0.569,0,PVL_Immature s2,IFITM3,subset,1.412875609
1.81E-251,1.353149795,0.664,0.128,5.38E-247,PVL_Immature s2,COL6A1,subset,1.353149795
0,1.320008336,0.702,0.1,0,PVL_Immature s2,PLAC9,subset,1.320008336
3.43E-170,1.316389076,0.563,0.155,1.02E-165,PVL_Immature s2,RASD1,subset,1.316389076
3.2904772013027e-321,1.316210997,0.809,0.178,9.78357586263332e-317,PVL_Immature s2,TPM2,subset,1.316210997
2.79E-285,1.305714026,0.672,0.108,8.29E-281,PVL_Immature s2,SOD3,subset,1.305714026
0.00E+00,1.29999327,0.625,0.081,3.54E-305,PVL_Immature s2,MCAM,subset,1.29999327
0,1.287390293,0.572,0.05,0,PVL_Immature s2,CD248,subset,1.287390293
0,1.287078465,0.502,0.035,0,PVL_Immature s2,CCDC102B,subset,1.287078465
0,1.28440815,0.835,0.47,0,PVL_Immature s2,ITGB1,subset,1.28440815
1.08E-153,1.275160594,0.603,0.18,3.21E-149,PVL_Immature s2,FN1,subset,1.275160594
0,1.273992308,0.612,0.059,0,PVL_Immature s2,PGF,subset,1.273992308
1.02301951987469e-315,1.273985278,0.611,0.066,3.04174393844341e-311,PVL_Immature s2,PPP1R14A,subset,1.273985278
1.87E-280,1.269899606,0.653,0.112,5.56E-276,PVL_Immature s2,TFPI,subset,1.269899606
0,1.255285204,0.658,0.141,0,PVL_Immature s2,EPS8,subset,1.255285204
1.40E-251,1.251251346,0.752,0.186,4.17E-247,PVL_Immature s2,ACTA2,subset,1.251251346
0,1.247659638,0.77,0.119,0,PVL_Immature s2,COL3A1,subset,1.247659638
8.44E-241,1.231475056,0.682,0.143,2.51E-236,PVL_Immature s2,SERPINF1,subset,1.231475056
3.22E-284,1.228357297,0.939,0.542,9.57E-280,PVL_Immature s2,LGALS1,subset,1.228357297
2.67E-229,1.225944768,0.72,0.285,7.95E-225,PVL_Immature s2,LGALS3BP,subset,1.225944768
0,1.223421268,0.587,0.05,0,PVL_Immature s2,GUCY1B3,subset,1.223421268
4.62E-257,1.21832486,0.669,0.154,1.37E-252,PVL_Immature s2,MEF2C,subset,1.21832486
9.23E-256,1.207293808,0.831,0.359,2.74E-251,PVL_Immature s2,TPM1,subset,1.207293808
4.77E-270,1.205530691,0.618,0.151,1.42E-265,PVL_Immature s2,NR2F2,subset,1.205530691
0,1.199231972,0.835,0.139,0,PVL_Immature s2,COL1A2,subset,1.199231972
0,1.186856372,0.53,0.021,0,PVL_Immature s2,ABCC9,subset,1.186856372
4.77E-275,1.17053853,0.565,0.075,1.42E-270,PVL_Immature s2,ITGA1,subset,1.17053853
8.62E-297,1.16778513,0.64,0.114,2.56E-292,PVL_Immature s2,TGFB1I1,subset,1.16778513
1.25E-263,1.159713428,0.798,0.205,3.71E-259,PVL_Immature s2,CAV1,subset,1.159713428
1.02E-162,1.158747461,0.741,0.32,3.04E-158,PVL_Immature s2,ID3,subset,1.158747461
0,1.154658868,0.474,0.023,0,PVL_Immature s2,ENPEP,subset,1.154658868
5.88E-77,1.144756331,0.338,0.09,1.75E-72,PVL_Immature s2,FABP4,subset,1.144756331
1.46E-224,1.139480534,0.589,0.119,4.34E-220,PVL_Immature s2,FILIP1L,subset,1.139480534
3.39077252740848e-320,1.130575574,0.442,0.028,1.00817839557436e-315,PVL_Immature s2,CYGB,subset,1.130575574
1.57E-232,1.127046672,0.609,0.12,4.67E-228,PVL_Immature s2,MAP1B,subset,1.127046672
4.20E-206,1.122202072,0.717,0.28,1.25E-201,PVL_Immature s2,SERPINH1,subset,1.122202072
7.72E-187,1.100852431,0.766,0.267,2.30E-182,PVL_Immature s2,ADIRF,subset,1.100852431
2.95E-163,1.096796027,0.554,0.193,8.77E-159,PVL_Immature s2,MIR4435-2HG,subset,1.096796027
3.61E-215,1.079998954,0.53,0.078,1.07E-210,PVL_Immature s2,COL5A2,subset,1.079998954
1.54E-260,1.06889223,0.538,0.07,4.57E-256,PVL_Immature s2,EBF1,subset,1.06889223
0,1.066571174,0.505,0.025,0,PVL_Immature s2,GJC1,subset,1.066571174
1.42E-287,1.064900651,0.513,0.047,4.21E-283,PVL_Immature s2,EDNRA,subset,1.064900651
2.14E-223,1.057152614,0.537,0.092,6.36E-219,PVL_Immature s2,LAMA4,subset,1.057152614
3.57E-257,1.056857919,0.446,0.043,1.06E-252,PVL_Immature s2,OLFML2A,subset,1.056857919
3.07E-177,1.055627413,0.545,0.134,9.12E-173,PVL_Immature s2,TINAGL1,subset,1.055627413
9.42E-133,1.047558799,0.596,0.283,2.80E-128,PVL_Immature s2,LINC00152,subset,1.047558799
2.53E-159,1.028249835,0.741,0.322,7.52E-155,PVL_Immature s2,PHLDA1,subset,1.028249835
6.02E-211,1.024538527,0.523,0.09,1.79E-206,PVL_Immature s2,GGT5,subset,1.024538527
3.26E-193,1.02418274,0.519,0.087,9.69E-189,PVL_Immature s2,COL6A3,subset,1.02418274
1.07E-234,1.020436426,0.824,0.535,3.18E-230,PVL_Immature s2,7-Sep,subset,1.020436426
8.21E-294,1.020326134,0.446,0.027,2.44E-289,PVL_Immature s2,TBX2,subset,1.020326134
1.48E-236,1.018457693,0.897,0.612,4.41E-232,PVL_Immature s2,CD63,subset,1.018457693
1.84E-242,1.016347019,0.523,0.086,5.48E-238,PVL_Immature s2,GUCY1A3,subset,1.016347019
4.85E-214,1.015680129,0.596,0.218,1.44E-209,PVL_Immature s2,OAZ2,subset,1.015680129
1.60E-242,1.015006621,0.593,0.167,4.75E-238,PVL_Immature s2,PTK2,subset,1.015006621
1.69E-135,1.011869714,0.561,0.17,5.03E-131,PVL_Immature s2,RGS16,subset,1.011869714
3.23E-240,1.005367799,0.6,0.223,9.62E-236,PVL_Immature s2,C20orf27,subset,1.005367799
4.57E-275,0.99288786,0.505,0.057,1.36E-270,PVL_Immature s2,FXYD6,subset,0.99288786
1.28E-112,0.991129531,0.596,0.211,3.82E-108,PVL_Immature s2,TIMP3,subset,0.991129531
